label,target_file,period,day,day_num,raw_path
alcohol,alcohol\alcohol_39.csv,Period_II,Day8,8,D:\thesis\enose_data\alcohol\enose_data\alcohol_39.csv
alcohol,alcohol\alcohol_40.csv,Period_II,Day8,8,D:\thesis\enose_data\alcohol\enose_data\alcohol_40.csv
alcohol,alcohol\alcohol_41.csv,Period_II,Day8,8,D:\thesis\enose_data\alcohol\enose_data\alcohol_41.csv
alcohol,alcohol\alcohol_42.csv,Period_II,Day8,8,D:\thesis\enose_data\alcohol\enose_data\alcohol_42.csv
alcohol,alcohol\alcohol_43.csv,Period_II,Day8,8,D:\thesis\enose_data\alcohol\enose_data\alcohol_43.csv
alcohol,alcohol\alcohol_44.csv,Period_II,Day9,9,D:\thesis\enose_data\alcohol\enose_data\alcohol_44.csv
alcohol,alcohol\alcohol_45.csv,Period_II,Day9,9,D:\thesis\enose_data\alcohol\enose_data\alcohol_45.csv
alcohol,alcohol\alcohol_46.csv,Period_II,Day9,9,D:\thesis\enose_data\alcohol\enose_data\alcohol_46.csv
alcohol,alcohol\alcohol_47.csv,Period_II,Day9,9,D:\thesis\enose_data\alcohol\enose_data\alcohol_47.csv
alcohol,alcohol\alcohol_74.csv,Period_III,Day18,18,D:\thesis\enose_data\alcohol\enose_data\alcohol_74.csv
alcohol,alcohol\alcohol_75.csv,Period_III,Day18,18,D:\thesis\enose_data\alcohol\enose_data\alcohol_75.csv
alcohol,alcohol\alcohol_76.csv,Period_III,Day18,18,D:\thesis\enose_data\alcohol\enose_data\alcohol_76.csv
alcohol,alcohol\alcohol_77.csv,Period_III,Day19,19,D:\thesis\enose_data\alcohol\enose_data\alcohol_77.csv
alcohol,alcohol\alcohol_78.csv,Period_III,Day19,19,D:\thesis\enose_data\alcohol\enose_data\alcohol_78.csv
alcohol,alcohol\alcohol_79.csv,Period_III,Day19,19,D:\thesis\enose_data\alcohol\enose_data\alcohol_79.csv
alcohol,alcohol\alcohol_80.csv,Period_III,Day19,19,D:\thesis\enose_data\alcohol\enose_data\alcohol_80.csv
