split,task,partition,target_file,label,period,day,day_num,day_label,batch,sample_id
PB3_train_period_i_internal_val_test_batch3,three_class_with_air,train,acetone\acetone_o3.csv,acetone,Period_I,Day 1 afternoon,1,Period I Day 1 afternoon,source,acetone_o3
PB3_train_period_i_internal_val_test_batch3,three_class_with_air,train,acetone\acetone_o5.csv,acetone,Period_I,Day 2 noon,2,Period I Day 2 noon,source,acetone_o5
PB3_train_period_i_internal_val_test_batch3,three_class_with_air,train,acetone\acetone_o6.csv,acetone,Period_I,Day 2 noon,2,Period I Day 2 noon,source,acetone_o6
PB3_train_period_i_internal_val_test_batch3,three_class_with_air,train,acetone\acetone_o7.csv,acetone,Period_I,Day 2 afternoon,2,Period I Day 2 afternoon,source,acetone_o7
PB3_train_period_i_internal_val_test_batch3,three_class_with_air,train,acetone\acetone_o8.csv,acetone,Period_I,Day 2 afternoon,2,Period I Day 2 afternoon,source,acetone_o8
PB3_train_period_i_internal_val_test_batch3,three_class_with_air,train,acetone\acetone_o9.csv,acetone,Period_I,Day 2 afternoon,2,Period I Day 2 afternoon,source,acetone_o9
PB3_train_period_i_internal_val_test_batch3,three_class_with_air,train,acetone\acetone_o10.csv,acetone,Period_I,Day 3 noon,3,Period I Day 3 noon,source,acetone_o10
PB3_train_period_i_internal_val_test_batch3,three_class_with_air,train,acetone\acetone_o11.csv,acetone,Period_I,Day 3 noon,3,Period I Day 3 noon,source,acetone_o11
PB3_train_period_i_internal_val_test_batch3,three_class_with_air,train,acetone\acetone_o12.csv,acetone,Period_I,Day 3 noon,3,Period I Day 3 noon,source,acetone_o12
PB3_train_period_i_internal_val_test_batch3,three_class_with_air,train,air\baseline_1.csv,air,Period_I,baseline,0,Period I baseline,source,baseline_1
PB3_train_period_i_internal_val_test_batch3,three_class_with_air,train,air\baseline_3.csv,air,Period_I,baseline,0,Period I baseline,source,baseline_3
PB3_train_period_i_internal_val_test_batch3,three_class_with_air,train,air\baseline_4.csv,air,Period_I,baseline,0,Period I baseline,source,baseline_4
PB3_train_period_i_internal_val_test_batch3,three_class_with_air,train,air\baseline_5.csv,air,Period_I,baseline,0,Period I baseline,source,baseline_5
PB3_train_period_i_internal_val_test_batch3,three_class_with_air,train,air\baseline_6.csv,air,Period_I,baseline,0,Period I baseline,source,baseline_6
PB3_train_period_i_internal_val_test_batch3,three_class_with_air,train,alcohol\alcohol_o1.csv,alcohol,Period_I,Day 1 afternoon,1,Period I Day 1 afternoon,source,alcohol_o1
PB3_train_period_i_internal_val_test_batch3,three_class_with_air,train,alcohol\alcohol_o2.csv,alcohol,Period_I,Day 1 afternoon,1,Period I Day 1 afternoon,source,alcohol_o2
PB3_train_period_i_internal_val_test_batch3,three_class_with_air,train,alcohol\alcohol_o3.csv,alcohol,Period_I,Day 1 afternoon,1,Period I Day 1 afternoon,source,alcohol_o3
PB3_train_period_i_internal_val_test_batch3,three_class_with_air,train,alcohol\alcohol_o5.csv,alcohol,Period_I,Day 2 noon,2,Period I Day 2 noon,source,alcohol_o5
PB3_train_period_i_internal_val_test_batch3,three_class_with_air,train,alcohol\alcohol_o6.csv,alcohol,Period_I,Day 2 noon,2,Period I Day 2 noon,source,alcohol_o6
PB3_train_period_i_internal_val_test_batch3,three_class_with_air,train,alcohol\alcohol_o7.csv,alcohol,Period_I,Day 2 afternoon,2,Period I Day 2 afternoon,source,alcohol_o7
PB3_train_period_i_internal_val_test_batch3,three_class_with_air,train,alcohol\alcohol_o8.csv,alcohol,Period_I,Day 2 afternoon,2,Period I Day 2 afternoon,source,alcohol_o8
PB3_train_period_i_internal_val_test_batch3,three_class_with_air,train,alcohol\alcohol_o9.csv,alcohol,Period_I,Day 2 afternoon,2,Period I Day 2 afternoon,source,alcohol_o9
PB3_train_period_i_internal_val_test_batch3,three_class_with_air,train,alcohol\alcohol_o10.csv,alcohol,Period_I,Day 3 noon,3,Period I Day 3 noon,source,alcohol_o10
PB3_train_period_i_internal_val_test_batch3,three_class_with_air,train,alcohol\alcohol_o12.csv,alcohol,Period_I,Day 3 noon,3,Period I Day 3 noon,source,alcohol_o12
PB3_train_period_i_internal_val_test_batch3,three_class_with_air,validation,acetone\acetone_o2.csv,acetone,Period_I,Day 1 afternoon,1,Period I Day 1 afternoon,source,acetone_o2
PB3_train_period_i_internal_val_test_batch3,three_class_with_air,validation,acetone\acetone_o4.csv,acetone,Period_I,Day 2 noon,2,Period I Day 2 noon,source,acetone_o4
PB3_train_period_i_internal_val_test_batch3,three_class_with_air,validation,air\baseline_7.csv,air,Period_I,baseline,0,Period I baseline,source,baseline_7
PB3_train_period_i_internal_val_test_batch3,three_class_with_air,validation,alcohol\alcohol_o4.csv,alcohol,Period_I,Day 2 noon,2,Period I Day 2 noon,source,alcohol_o4
PB3_train_period_i_internal_val_test_batch3,three_class_with_air,validation,alcohol\alcohol_o11.csv,alcohol,Period_I,Day 3 noon,3,Period I Day 3 noon,source,alcohol_o11
PB3_train_period_i_internal_val_test_batch3,three_class_with_air,test,acetone\acetone_44.csv,acetone,Period_II,Day 10,10,Period II Day 10,batch3,acetone_44
PB3_train_period_i_internal_val_test_batch3,three_class_with_air,test,acetone\acetone_45.csv,acetone,Period_II,Day 10,10,Period II Day 10,batch3,acetone_45
PB3_train_period_i_internal_val_test_batch3,three_class_with_air,test,acetone\acetone_46.csv,acetone,Period_II,Day 10,10,Period II Day 10,batch3,acetone_46
PB3_train_period_i_internal_val_test_batch3,three_class_with_air,test,acetone\acetone_47.csv,acetone,Period_II,Day 10,10,Period II Day 10,batch3,acetone_47
PB3_train_period_i_internal_val_test_batch3,three_class_with_air,test,acetone\acetone_48.csv,acetone,Period_II,Day 11,11,Period II Day 11,batch3,acetone_48
PB3_train_period_i_internal_val_test_batch3,three_class_with_air,test,acetone\acetone_49.csv,acetone,Period_II,Day 11,11,Period II Day 11,batch3,acetone_49
PB3_train_period_i_internal_val_test_batch3,three_class_with_air,test,acetone\acetone_50.csv,acetone,Period_II,Day 11,11,Period II Day 11,batch3,acetone_50
PB3_train_period_i_internal_val_test_batch3,three_class_with_air,test,acetone\acetone_51.csv,acetone,Period_II,Day 11,11,Period II Day 11,batch3,acetone_51
PB3_train_period_i_internal_val_test_batch3,three_class_with_air,test,acetone\acetone_52.csv,acetone,Period_II,Day 12,12,Period II Day 12,batch3,acetone_52
PB3_train_period_i_internal_val_test_batch3,three_class_with_air,test,acetone\acetone_53.csv,acetone,Period_II,Day 12,12,Period II Day 12,batch3,acetone_53
PB3_train_period_i_internal_val_test_batch3,three_class_with_air,test,acetone\acetone_54.csv,acetone,Period_II,Day 12,12,Period II Day 12,batch3,acetone_54
PB3_train_period_i_internal_val_test_batch3,three_class_with_air,test,acetone\acetone_55.csv,acetone,Period_II,Day 12,12,Period II Day 12,batch3,acetone_55
PB3_train_period_i_internal_val_test_batch3,three_class_with_air,test,acetone\acetone_56.csv,acetone,Period_II,Day 13,13,Period II Day 13,batch3,acetone_56
PB3_train_period_i_internal_val_test_batch3,three_class_with_air,test,acetone\acetone_57.csv,acetone,Period_II,Day 13,13,Period II Day 13,batch3,acetone_57
PB3_train_period_i_internal_val_test_batch3,three_class_with_air,test,acetone\acetone_58.csv,acetone,Period_II,Day 14,14,Period II Day 14,batch3,acetone_58
PB3_train_period_i_internal_val_test_batch3,three_class_with_air,test,acetone\acetone_59.csv,acetone,Period_II,Day 14,14,Period II Day 14,batch3,acetone_59
PB3_train_period_i_internal_val_test_batch3,three_class_with_air,test,acetone\acetone_60.csv,acetone,Period_II,Day 14,14,Period II Day 14,batch3,acetone_60
PB3_train_period_i_internal_val_test_batch3,three_class_with_air,test,acetone\acetone_61.csv,acetone,Period_II,Day 15,15,Period II Day 15,batch3,acetone_61
PB3_train_period_i_internal_val_test_batch3,three_class_with_air,test,acetone\acetone_62.csv,acetone,Period_II,Day 15,15,Period II Day 15,batch3,acetone_62
PB3_train_period_i_internal_val_test_batch3,three_class_with_air,test,acetone\acetone_63.csv,acetone,Period_II,Day 15,15,Period II Day 15,batch3,acetone_63
PB3_train_period_i_internal_val_test_batch3,three_class_with_air,test,acetone\acetone_64.csv,acetone,Period_II,Day 17,17,Period II Day 17,batch3,acetone_64
PB3_train_period_i_internal_val_test_batch3,three_class_with_air,test,acetone\acetone_65.csv,acetone,Period_II,Day 17,17,Period II Day 17,batch3,acetone_65
PB3_train_period_i_internal_val_test_batch3,three_class_with_air,test,acetone\acetone_66.csv,acetone,Period_II,Day 17,17,Period II Day 17,batch3,acetone_66
PB3_train_period_i_internal_val_test_batch3,three_class_with_air,test,acetone\acetone_67.csv,acetone,Period_II,Day 17,17,Period II Day 17,batch3,acetone_67
PB3_train_period_i_internal_val_test_batch3,three_class_with_air,test,acetone\acetone_68.csv,acetone,Period_II,Day 17,17,Period II Day 17,batch3,acetone_68
PB3_train_period_i_internal_val_test_batch3,three_class_with_air,test,air\air_18.csv,air,Period_II,Day 10,10,Period II Day 10,batch3,air_18
PB3_train_period_i_internal_val_test_batch3,three_class_with_air,test,air\air_19.csv,air,Period_II,Day 10,10,Period II Day 10,batch3,air_19
PB3_train_period_i_internal_val_test_batch3,three_class_with_air,test,air\air_20.csv,air,Period_II,Day 11,11,Period II Day 11,batch3,air_20
PB3_train_period_i_internal_val_test_batch3,three_class_with_air,test,air\air_21.csv,air,Period_II,Day 11,11,Period II Day 11,batch3,air_21
PB3_train_period_i_internal_val_test_batch3,three_class_with_air,test,air\air_22.csv,air,Period_II,Day 12,12,Period II Day 12,batch3,air_22
PB3_train_period_i_internal_val_test_batch3,three_class_with_air,test,air\air_23.csv,air,Period_II,Day 12,12,Period II Day 12,batch3,air_23
PB3_train_period_i_internal_val_test_batch3,three_class_with_air,test,air\air_24.csv,air,Period_II,Day 13,13,Period II Day 13,batch3,air_24
PB3_train_period_i_internal_val_test_batch3,three_class_with_air,test,air\air_25.csv,air,Period_II,Day 13,13,Period II Day 13,batch3,air_25
PB3_train_period_i_internal_val_test_batch3,three_class_with_air,test,air\air_26.csv,air,Period_II,Day 13,13,Period II Day 13,batch3,air_26
PB3_train_period_i_internal_val_test_batch3,three_class_with_air,test,air\air_27.csv,air,Period_II,Day 13,13,Period II Day 13,batch3,air_27
PB3_train_period_i_internal_val_test_batch3,three_class_with_air,test,air\air_28.csv,air,Period_II,Day 13,13,Period II Day 13,batch3,air_28
PB3_train_period_i_internal_val_test_batch3,three_class_with_air,test,air\air_29.csv,air,Period_II,Day 14,14,Period II Day 14,batch3,air_29
PB3_train_period_i_internal_val_test_batch3,three_class_with_air,test,air\air_30.csv,air,Period_II,Day 14,14,Period II Day 14,batch3,air_30
PB3_train_period_i_internal_val_test_batch3,three_class_with_air,test,air\air_31.csv,air,Period_II,Day 14,14,Period II Day 14,batch3,air_31
PB3_train_period_i_internal_val_test_batch3,three_class_with_air,test,air\air_32.csv,air,Period_II,Day 14,14,Period II Day 14,batch3,air_32
PB3_train_period_i_internal_val_test_batch3,three_class_with_air,test,air\air_33.csv,air,Period_II,Day 14,14,Period II Day 14,batch3,air_33
PB3_train_period_i_internal_val_test_batch3,three_class_with_air,test,air\air_34.csv,air,Period_II,Day 14,14,Period II Day 14,batch3,air_34
PB3_train_period_i_internal_val_test_batch3,three_class_with_air,test,air\air_35.csv,air,Period_II,Day 15,15,Period II Day 15,batch3,air_35
PB3_train_period_i_internal_val_test_batch3,three_class_with_air,test,air\air_36.csv,air,Period_II,Day 15,15,Period II Day 15,batch3,air_36
PB3_train_period_i_internal_val_test_batch3,three_class_with_air,test,air\air_37.csv,air,Period_II,Day 15,15,Period II Day 15,batch3,air_37
PB3_train_period_i_internal_val_test_batch3,three_class_with_air,test,air\air_38.csv,air,Period_II,Day 15,15,Period II Day 15,batch3,air_38
PB3_train_period_i_internal_val_test_batch3,three_class_with_air,test,air\air_39.csv,air,Period_II,Day 15,15,Period II Day 15,batch3,air_39
PB3_train_period_i_internal_val_test_batch3,three_class_with_air,test,air\air_40.csv,air,Period_II,Day 15,15,Period II Day 15,batch3,air_40
PB3_train_period_i_internal_val_test_batch3,three_class_with_air,test,air\air_41.csv,air,Period_II,Day 16,16,Period II Day 16,batch3,air_41
PB3_train_period_i_internal_val_test_batch3,three_class_with_air,test,air\air_42.csv,air,Period_II,Day 16,16,Period II Day 16,batch3,air_42
PB3_train_period_i_internal_val_test_batch3,three_class_with_air,test,air\air_43.csv,air,Period_II,Day 16,16,Period II Day 16,batch3,air_43
PB3_train_period_i_internal_val_test_batch3,three_class_with_air,test,air\air_44.csv,air,Period_II,Day 16,16,Period II Day 16,batch3,air_44
PB3_train_period_i_internal_val_test_batch3,three_class_with_air,test,air\air_45.csv,air,Period_II,Day 17,17,Period II Day 17,batch3,air_45
PB3_train_period_i_internal_val_test_batch3,three_class_with_air,test,air\air_46.csv,air,Period_II,Day 17,17,Period II Day 17,batch3,air_46
PB3_train_period_i_internal_val_test_batch3,three_class_with_air,test,air\air_47.csv,air,Period_II,Day 17,17,Period II Day 17,batch3,air_47
PB3_train_period_i_internal_val_test_batch3,three_class_with_air,test,air\air_48.csv,air,Period_II,Day 17,17,Period II Day 17,batch3,air_48
PB3_train_period_i_internal_val_test_batch3,three_class_with_air,test,alcohol\alcohol_44.csv,alcohol,Period_II,Day 10,10,Period II Day 10,batch3,alcohol_44
PB3_train_period_i_internal_val_test_batch3,three_class_with_air,test,alcohol\alcohol_45.csv,alcohol,Period_II,Day 10,10,Period II Day 10,batch3,alcohol_45
PB3_train_period_i_internal_val_test_batch3,three_class_with_air,test,alcohol\alcohol_46.csv,alcohol,Period_II,Day 10,10,Period II Day 10,batch3,alcohol_46
PB3_train_period_i_internal_val_test_batch3,three_class_with_air,test,alcohol\alcohol_47.csv,alcohol,Period_II,Day 10,10,Period II Day 10,batch3,alcohol_47
PB3_train_period_i_internal_val_test_batch3,three_class_with_air,test,alcohol\alcohol_48.csv,alcohol,Period_II,Day 11,11,Period II Day 11,batch3,alcohol_48
PB3_train_period_i_internal_val_test_batch3,three_class_with_air,test,alcohol\alcohol_49.csv,alcohol,Period_II,Day 11,11,Period II Day 11,batch3,alcohol_49
PB3_train_period_i_internal_val_test_batch3,three_class_with_air,test,alcohol\alcohol_50.csv,alcohol,Period_II,Day 11,11,Period II Day 11,batch3,alcohol_50
PB3_train_period_i_internal_val_test_batch3,three_class_with_air,test,alcohol\alcohol_51.csv,alcohol,Period_II,Day 11,11,Period II Day 11,batch3,alcohol_51
PB3_train_period_i_internal_val_test_batch3,three_class_with_air,test,alcohol\alcohol_52.csv,alcohol,Period_II,Day 12,12,Period II Day 12,batch3,alcohol_52
PB3_train_period_i_internal_val_test_batch3,three_class_with_air,test,alcohol\alcohol_53.csv,alcohol,Period_II,Day 12,12,Period II Day 12,batch3,alcohol_53
PB3_train_period_i_internal_val_test_batch3,three_class_with_air,test,alcohol\alcohol_54.csv,alcohol,Period_II,Day 12,12,Period II Day 12,batch3,alcohol_54
PB3_train_period_i_internal_val_test_batch3,three_class_with_air,test,alcohol\alcohol_55.csv,alcohol,Period_II,Day 12,12,Period II Day 12,batch3,alcohol_55
PB3_train_period_i_internal_val_test_batch3,three_class_with_air,test,alcohol\alcohol_56.csv,alcohol,Period_II,Day 13,13,Period II Day 13,batch3,alcohol_56
PB3_train_period_i_internal_val_test_batch3,three_class_with_air,test,alcohol\alcohol_57.csv,alcohol,Period_II,Day 13,13,Period II Day 13,batch3,alcohol_57
PB3_train_period_i_internal_val_test_batch3,three_class_with_air,test,alcohol\alcohol_58.csv,alcohol,Period_II,Day 14,14,Period II Day 14,batch3,alcohol_58
PB3_train_period_i_internal_val_test_batch3,three_class_with_air,test,alcohol\alcohol_59.csv,alcohol,Period_II,Day 14,14,Period II Day 14,batch3,alcohol_59
PB3_train_period_i_internal_val_test_batch3,three_class_with_air,test,alcohol\alcohol_60.csv,alcohol,Period_II,Day 14,14,Period II Day 14,batch3,alcohol_60
PB3_train_period_i_internal_val_test_batch3,three_class_with_air,test,alcohol\alcohol_61.csv,alcohol,Period_II,Day 15,15,Period II Day 15,batch3,alcohol_61
PB3_train_period_i_internal_val_test_batch3,three_class_with_air,test,alcohol\alcohol_62.csv,alcohol,Period_II,Day 15,15,Period II Day 15,batch3,alcohol_62
PB3_train_period_i_internal_val_test_batch3,three_class_with_air,test,alcohol\alcohol_63.csv,alcohol,Period_II,Day 15,15,Period II Day 15,batch3,alcohol_63
PB3_train_period_i_internal_val_test_batch3,three_class_with_air,test,alcohol\alcohol_64.csv,alcohol,Period_II,Day 17,17,Period II Day 17,batch3,alcohol_64
PB3_train_period_i_internal_val_test_batch3,three_class_with_air,test,alcohol\alcohol_65.csv,alcohol,Period_II,Day 17,17,Period II Day 17,batch3,alcohol_65
PB3_train_period_i_internal_val_test_batch3,three_class_with_air,test,alcohol\alcohol_66.csv,alcohol,Period_II,Day 17,17,Period II Day 17,batch3,alcohol_66
PB3_train_period_i_internal_val_test_batch3,three_class_with_air,test,alcohol\alcohol_67.csv,alcohol,Period_II,Day 17,17,Period II Day 17,batch3,alcohol_67
PB3_train_period_i_internal_val_test_batch3,three_class_with_air,test,alcohol\alcohol_68.csv,alcohol,Period_II,Day 17,17,Period II Day 17,batch3,alcohol_68
PB4_train_period_i_internal_val_test_batch4,three_class_with_air,train,acetone\acetone_o1.csv,acetone,Period_I,Day 1 afternoon,1,Period I Day 1 afternoon,source,acetone_o1
PB4_train_period_i_internal_val_test_batch4,three_class_with_air,train,acetone\acetone_o3.csv,acetone,Period_I,Day 1 afternoon,1,Period I Day 1 afternoon,source,acetone_o3
PB4_train_period_i_internal_val_test_batch4,three_class_with_air,train,acetone\acetone_o5.csv,acetone,Period_I,Day 2 noon,2,Period I Day 2 noon,source,acetone_o5
PB4_train_period_i_internal_val_test_batch4,three_class_with_air,train,acetone\acetone_o6.csv,acetone,Period_I,Day 2 noon,2,Period I Day 2 noon,source,acetone_o6
PB4_train_period_i_internal_val_test_batch4,three_class_with_air,train,acetone\acetone_o7.csv,acetone,Period_I,Day 2 afternoon,2,Period I Day 2 afternoon,source,acetone_o7
PB4_train_period_i_internal_val_test_batch4,three_class_with_air,train,acetone\acetone_o8.csv,acetone,Period_I,Day 2 afternoon,2,Period I Day 2 afternoon,source,acetone_o8
PB4_train_period_i_internal_val_test_batch4,three_class_with_air,train,acetone\acetone_o9.csv,acetone,Period_I,Day 2 afternoon,2,Period I Day 2 afternoon,source,acetone_o9
PB4_train_period_i_internal_val_test_batch4,three_class_with_air,train,acetone\acetone_o10.csv,acetone,Period_I,Day 3 noon,3,Period I Day 3 noon,source,acetone_o10
PB4_train_period_i_internal_val_test_batch4,three_class_with_air,train,acetone\acetone_o11.csv,acetone,Period_I,Day 3 noon,3,Period I Day 3 noon,source,acetone_o11
PB4_train_period_i_internal_val_test_batch4,three_class_with_air,train,acetone\acetone_o12.csv,acetone,Period_I,Day 3 noon,3,Period I Day 3 noon,source,acetone_o12
PB4_train_period_i_internal_val_test_batch4,three_class_with_air,train,air\baseline_1.csv,air,Period_I,baseline,0,Period I baseline,source,baseline_1
PB4_train_period_i_internal_val_test_batch4,three_class_with_air,train,air\baseline_3.csv,air,Period_I,baseline,0,Period I baseline,source,baseline_3
PB4_train_period_i_internal_val_test_batch4,three_class_with_air,train,air\baseline_4.csv,air,Period_I,baseline,0,Period I baseline,source,baseline_4
PB4_train_period_i_internal_val_test_batch4,three_class_with_air,train,air\baseline_5.csv,air,Period_I,baseline,0,Period I baseline,source,baseline_5
PB4_train_period_i_internal_val_test_batch4,three_class_with_air,train,air\baseline_6.csv,air,Period_I,baseline,0,Period I baseline,source,baseline_6
PB4_train_period_i_internal_val_test_batch4,three_class_with_air,train,alcohol\alcohol_o1.csv,alcohol,Period_I,Day 1 afternoon,1,Period I Day 1 afternoon,source,alcohol_o1
PB4_train_period_i_internal_val_test_batch4,three_class_with_air,train,alcohol\alcohol_o2.csv,alcohol,Period_I,Day 1 afternoon,1,Period I Day 1 afternoon,source,alcohol_o2
PB4_train_period_i_internal_val_test_batch4,three_class_with_air,train,alcohol\alcohol_o3.csv,alcohol,Period_I,Day 1 afternoon,1,Period I Day 1 afternoon,source,alcohol_o3
PB4_train_period_i_internal_val_test_batch4,three_class_with_air,train,alcohol\alcohol_o5.csv,alcohol,Period_I,Day 2 noon,2,Period I Day 2 noon,source,alcohol_o5
PB4_train_period_i_internal_val_test_batch4,three_class_with_air,train,alcohol\alcohol_o6.csv,alcohol,Period_I,Day 2 noon,2,Period I Day 2 noon,source,alcohol_o6
PB4_train_period_i_internal_val_test_batch4,three_class_with_air,train,alcohol\alcohol_o7.csv,alcohol,Period_I,Day 2 afternoon,2,Period I Day 2 afternoon,source,alcohol_o7
PB4_train_period_i_internal_val_test_batch4,three_class_with_air,train,alcohol\alcohol_o8.csv,alcohol,Period_I,Day 2 afternoon,2,Period I Day 2 afternoon,source,alcohol_o8
PB4_train_period_i_internal_val_test_batch4,three_class_with_air,train,alcohol\alcohol_o9.csv,alcohol,Period_I,Day 2 afternoon,2,Period I Day 2 afternoon,source,alcohol_o9
PB4_train_period_i_internal_val_test_batch4,three_class_with_air,train,alcohol\alcohol_o10.csv,alcohol,Period_I,Day 3 noon,3,Period I Day 3 noon,source,alcohol_o10
PB4_train_period_i_internal_val_test_batch4,three_class_with_air,train,alcohol\alcohol_o12.csv,alcohol,Period_I,Day 3 noon,3,Period I Day 3 noon,source,alcohol_o12
PB4_train_period_i_internal_val_test_batch4,three_class_with_air,validation,acetone\acetone_o2.csv,acetone,Period_I,Day 1 afternoon,1,Period I Day 1 afternoon,source,acetone_o2
PB4_train_period_i_internal_val_test_batch4,three_class_with_air,validation,acetone\acetone_o4.csv,acetone,Period_I,Day 2 noon,2,Period I Day 2 noon,source,acetone_o4
PB4_train_period_i_internal_val_test_batch4,three_class_with_air,validation,air\baseline_7.csv,air,Period_I,baseline,0,Period I baseline,source,baseline_7
PB4_train_period_i_internal_val_test_batch4,three_class_with_air,validation,alcohol\alcohol_o4.csv,alcohol,Period_I,Day 2 noon,2,Period I Day 2 noon,source,alcohol_o4
PB4_train_period_i_internal_val_test_batch4,three_class_with_air,validation,alcohol\alcohol_o11.csv,alcohol,Period_I,Day 3 noon,3,Period I Day 3 noon,source,alcohol_o11
PB4_train_period_i_internal_val_test_batch4,three_class_with_air,test,acetone\acetone_69.csv,acetone,Period_III,Day 18,18,Period III Day 18,batch4,acetone_69
PB4_train_period_i_internal_val_test_batch4,three_class_with_air,test,acetone\acetone_70.csv,acetone,Period_III,Day 18,18,Period III Day 18,batch4,acetone_70
PB4_train_period_i_internal_val_test_batch4,three_class_with_air,test,acetone\acetone_71.csv,acetone,Period_III,Day 18,18,Period III Day 18,batch4,acetone_71
PB4_train_period_i_internal_val_test_batch4,three_class_with_air,test,acetone\acetone_72.csv,acetone,Period_III,Day 18,18,Period III Day 18,batch4,acetone_72
PB4_train_period_i_internal_val_test_batch4,three_class_with_air,test,acetone\acetone_73.csv,acetone,Period_III,Day 18,18,Period III Day 18,batch4,acetone_73
PB4_train_period_i_internal_val_test_batch4,three_class_with_air,test,acetone\acetone_74.csv,acetone,Period_III,Day 19,19,Period III Day 19,batch4,acetone_74
PB4_train_period_i_internal_val_test_batch4,three_class_with_air,test,acetone\acetone_75.csv,acetone,Period_III,Day 19,19,Period III Day 19,batch4,acetone_75
PB4_train_period_i_internal_val_test_batch4,three_class_with_air,test,acetone\acetone_76.csv,acetone,Period_III,Day 19,19,Period III Day 19,batch4,acetone_76
PB4_train_period_i_internal_val_test_batch4,three_class_with_air,test,acetone\acetone_77.csv,acetone,Period_III,Day 20,20,Period III Day 20,batch4,acetone_77
PB4_train_period_i_internal_val_test_batch4,three_class_with_air,test,acetone\acetone_78.csv,acetone,Period_III,Day 20,20,Period III Day 20,batch4,acetone_78
PB4_train_period_i_internal_val_test_batch4,three_class_with_air,test,acetone\acetone_79.csv,acetone,Period_III,Day 20,20,Period III Day 20,batch4,acetone_79
PB4_train_period_i_internal_val_test_batch4,three_class_with_air,test,acetone\acetone_80.csv,acetone,Period_III,Day 20,20,Period III Day 20,batch4,acetone_80
PB4_train_period_i_internal_val_test_batch4,three_class_with_air,test,acetone\acetone_81.csv,acetone,Period_III,Day 21,21,Period III Day 21,batch4,acetone_81
PB4_train_period_i_internal_val_test_batch4,three_class_with_air,test,acetone\acetone_82.csv,acetone,Period_III,Day 21,21,Period III Day 21,batch4,acetone_82
PB4_train_period_i_internal_val_test_batch4,three_class_with_air,test,acetone\acetone_83.csv,acetone,Period_III,Day 21,21,Period III Day 21,batch4,acetone_83
PB4_train_period_i_internal_val_test_batch4,three_class_with_air,test,acetone\acetone_84.csv,acetone,Period_III,Day 21,21,Period III Day 21,batch4,acetone_84
PB4_train_period_i_internal_val_test_batch4,three_class_with_air,test,air\air_49.csv,air,Period_III,Day 18,18,Period III Day 18,batch4,air_49
PB4_train_period_i_internal_val_test_batch4,three_class_with_air,test,air\air_50.csv,air,Period_III,Day 18,18,Period III Day 18,batch4,air_50
PB4_train_period_i_internal_val_test_batch4,three_class_with_air,test,air\air_51.csv,air,Period_III,Day 18,18,Period III Day 18,batch4,air_51
PB4_train_period_i_internal_val_test_batch4,three_class_with_air,test,air\air_52.csv,air,Period_III,Day 18,18,Period III Day 18,batch4,air_52
PB4_train_period_i_internal_val_test_batch4,three_class_with_air,test,air\air_53.csv,air,Period_III,Day 19,19,Period III Day 19,batch4,air_53
PB4_train_period_i_internal_val_test_batch4,three_class_with_air,test,air\air_54.csv,air,Period_III,Day 19,19,Period III Day 19,batch4,air_54
PB4_train_period_i_internal_val_test_batch4,three_class_with_air,test,air\air_55.csv,air,Period_III,Day 20,20,Period III Day 20,batch4,air_55
PB4_train_period_i_internal_val_test_batch4,three_class_with_air,test,air\air_56.csv,air,Period_III,Day 20,20,Period III Day 20,batch4,air_56
PB4_train_period_i_internal_val_test_batch4,three_class_with_air,test,air\air_57.csv,air,Period_III,Day 20,20,Period III Day 20,batch4,air_57
PB4_train_period_i_internal_val_test_batch4,three_class_with_air,test,air\air_58.csv,air,Period_III,Day 20,20,Period III Day 20,batch4,air_58
PB4_train_period_i_internal_val_test_batch4,three_class_with_air,test,air\air_59.csv,air,Period_III,Day 21,21,Period III Day 21,batch4,air_59
PB4_train_period_i_internal_val_test_batch4,three_class_with_air,test,air\air_60.csv,air,Period_III,Day 21,21,Period III Day 21,batch4,air_60
PB4_train_period_i_internal_val_test_batch4,three_class_with_air,test,air\air_61.csv,air,Period_III,Day 21,21,Period III Day 21,batch4,air_61
PB4_train_period_i_internal_val_test_batch4,three_class_with_air,test,air\air_62.csv,air,Period_III,Day 21,21,Period III Day 21,batch4,air_62
PB4_train_period_i_internal_val_test_batch4,three_class_with_air,test,alcohol\alcohol_69.csv,alcohol,Period_III,Day 18,18,Period III Day 18,batch4,alcohol_69
PB4_train_period_i_internal_val_test_batch4,three_class_with_air,test,alcohol\alcohol_70.csv,alcohol,Period_III,Day 18,18,Period III Day 18,batch4,alcohol_70
PB4_train_period_i_internal_val_test_batch4,three_class_with_air,test,alcohol\alcohol_71.csv,alcohol,Period_III,Day 18,18,Period III Day 18,batch4,alcohol_71
PB4_train_period_i_internal_val_test_batch4,three_class_with_air,test,alcohol\alcohol_72.csv,alcohol,Period_III,Day 18,18,Period III Day 18,batch4,alcohol_72
PB4_train_period_i_internal_val_test_batch4,three_class_with_air,test,alcohol\alcohol_73.csv,alcohol,Period_III,Day 18,18,Period III Day 18,batch4,alcohol_73
PB4_train_period_i_internal_val_test_batch4,three_class_with_air,test,alcohol\alcohol_74.csv,alcohol,Period_III,Day 19,19,Period III Day 19,batch4,alcohol_74
PB4_train_period_i_internal_val_test_batch4,three_class_with_air,test,alcohol\alcohol_75.csv,alcohol,Period_III,Day 19,19,Period III Day 19,batch4,alcohol_75
