split,task,partition,target_file,label,period,day,day_num,day_label,batch,sample_id
S2_train_I_internal_val_test_all,three_class_with_air,test,alcohol\alcohol_55.csv,alcohol,Period_II,Day 12,12,Period II Day 12,batch3,alcohol_55
S2_train_I_internal_val_test_all,three_class_with_air,test,alcohol\alcohol_56.csv,alcohol,Period_II,Day 13,13,Period II Day 13,batch3,alcohol_56
S2_train_I_internal_val_test_all,three_class_with_air,test,alcohol\alcohol_57.csv,alcohol,Period_II,Day 13,13,Period II Day 13,batch3,alcohol_57
S2_train_I_internal_val_test_all,three_class_with_air,test,alcohol\alcohol_58.csv,alcohol,Period_II,Day 14,14,Period II Day 14,batch3,alcohol_58
S2_train_I_internal_val_test_all,three_class_with_air,test,alcohol\alcohol_59.csv,alcohol,Period_II,Day 14,14,Period II Day 14,batch3,alcohol_59
S2_train_I_internal_val_test_all,three_class_with_air,test,alcohol\alcohol_60.csv,alcohol,Period_II,Day 14,14,Period II Day 14,batch3,alcohol_60
S2_train_I_internal_val_test_all,three_class_with_air,test,alcohol\alcohol_61.csv,alcohol,Period_II,Day 15,15,Period II Day 15,batch3,alcohol_61
S2_train_I_internal_val_test_all,three_class_with_air,test,alcohol\alcohol_62.csv,alcohol,Period_II,Day 15,15,Period II Day 15,batch3,alcohol_62
S2_train_I_internal_val_test_all,three_class_with_air,test,alcohol\alcohol_63.csv,alcohol,Period_II,Day 15,15,Period II Day 15,batch3,alcohol_63
S2_train_I_internal_val_test_all,three_class_with_air,test,alcohol\alcohol_64.csv,alcohol,Period_II,Day 17,17,Period II Day 17,batch3,alcohol_64
S2_train_I_internal_val_test_all,three_class_with_air,test,alcohol\alcohol_65.csv,alcohol,Period_II,Day 17,17,Period II Day 17,batch3,alcohol_65
S2_train_I_internal_val_test_all,three_class_with_air,test,alcohol\alcohol_66.csv,alcohol,Period_II,Day 17,17,Period II Day 17,batch3,alcohol_66
S2_train_I_internal_val_test_all,three_class_with_air,test,alcohol\alcohol_67.csv,alcohol,Period_II,Day 17,17,Period II Day 17,batch3,alcohol_67
S2_train_I_internal_val_test_all,three_class_with_air,test,alcohol\alcohol_68.csv,alcohol,Period_II,Day 17,17,Period II Day 17,batch3,alcohol_68
S2_train_I_internal_val_test_all,three_class_with_air,test,alcohol\alcohol_69.csv,alcohol,Period_III,Day 18,18,Period III Day 18,batch4,alcohol_69
S2_train_I_internal_val_test_all,three_class_with_air,test,alcohol\alcohol_70.csv,alcohol,Period_III,Day 18,18,Period III Day 18,batch4,alcohol_70
S2_train_I_internal_val_test_all,three_class_with_air,test,alcohol\alcohol_71.csv,alcohol,Period_III,Day 18,18,Period III Day 18,batch4,alcohol_71
S2_train_I_internal_val_test_all,three_class_with_air,test,alcohol\alcohol_72.csv,alcohol,Period_III,Day 18,18,Period III Day 18,batch4,alcohol_72
S2_train_I_internal_val_test_all,three_class_with_air,test,alcohol\alcohol_73.csv,alcohol,Period_III,Day 18,18,Period III Day 18,batch4,alcohol_73
S2_train_I_internal_val_test_all,three_class_with_air,test,alcohol\alcohol_74.csv,alcohol,Period_III,Day 19,19,Period III Day 19,batch4,alcohol_74
S2_train_I_internal_val_test_all,three_class_with_air,test,alcohol\alcohol_75.csv,alcohol,Period_III,Day 19,19,Period III Day 19,batch4,alcohol_75
S2_train_I_internal_val_test_all,three_class_with_air,test,alcohol\alcohol_76.csv,alcohol,Period_III,Day 19,19,Period III Day 19,batch4,alcohol_76
S2_train_I_internal_val_test_all,three_class_with_air,test,alcohol\alcohol_77.csv,alcohol,Period_III,Day 20,20,Period III Day 20,batch4,alcohol_77
S2_train_I_internal_val_test_all,three_class_with_air,test,alcohol\alcohol_78.csv,alcohol,Period_III,Day 20,20,Period III Day 20,batch4,alcohol_78
S2_train_I_internal_val_test_all,three_class_with_air,test,alcohol\alcohol_79.csv,alcohol,Period_III,Day 20,20,Period III Day 20,batch4,alcohol_79
S2_train_I_internal_val_test_all,three_class_with_air,test,alcohol\alcohol_80.csv,alcohol,Period_III,Day 20,20,Period III Day 20,batch4,alcohol_80
S2_train_I_internal_val_test_all,three_class_with_air,test,alcohol\alcohol_81.csv,alcohol,Period_III,Day 21,21,Period III Day 21,batch4,alcohol_81
S2_train_I_internal_val_test_all,three_class_with_air,test,alcohol\alcohol_82.csv,alcohol,Period_III,Day 21,21,Period III Day 21,batch4,alcohol_82
S2_train_I_internal_val_test_all,three_class_with_air,test,alcohol\alcohol_83.csv,alcohol,Period_III,Day 21,21,Period III Day 21,batch4,alcohol_83
S2_train_I_internal_val_test_all,three_class_with_air,test,alcohol\alcohol_84.csv,alcohol,Period_III,Day 21,21,Period III Day 21,batch4,alcohol_84
S2_train_I_internal_val_test_all,three_class_with_air,test,alcohol\alcohol_85.csv,alcohol,Period_IV,Day 22,22,Period IV Day 22,batch5,alcohol_85
S2_train_I_internal_val_test_all,three_class_with_air,test,alcohol\alcohol_86.csv,alcohol,Period_IV,Day 22,22,Period IV Day 22,batch5,alcohol_86
S2_train_I_internal_val_test_all,three_class_with_air,test,alcohol\alcohol_87.csv,alcohol,Period_IV,Day 22,22,Period IV Day 22,batch5,alcohol_87
S2_train_I_internal_val_test_all,three_class_with_air,test,alcohol\alcohol_88.csv,alcohol,Period_IV,Day 22,22,Period IV Day 22,batch5,alcohol_88
S2_train_I_internal_val_test_all,three_class_with_air,test,alcohol\alcohol_89.csv,alcohol,Period_IV,Day 23,23,Period IV Day 23,batch5,alcohol_89
S2_train_I_internal_val_test_all,three_class_with_air,test,alcohol\alcohol_90.csv,alcohol,Period_IV,Day 23,23,Period IV Day 23,batch5,alcohol_90
S2_train_I_internal_val_test_all,three_class_with_air,test,alcohol\alcohol_91.csv,alcohol,Period_IV,Day 23,23,Period IV Day 23,batch5,alcohol_91
S2_train_I_internal_val_test_all,three_class_with_air,test,alcohol\alcohol_92.csv,alcohol,Period_IV,Day 23,23,Period IV Day 23,batch5,alcohol_92
S2_train_I_internal_val_test_all,three_class_with_air,test,alcohol\alcohol_93.csv,alcohol,Period_IV,Day 24,24,Period IV Day 24,batch5,alcohol_93
S2_train_I_internal_val_test_all,three_class_with_air,test,alcohol\alcohol_94.csv,alcohol,Period_IV,Day 24,24,Period IV Day 24,batch5,alcohol_94
S2_train_I_internal_val_test_all,three_class_with_air,test,alcohol\alcohol_95.csv,alcohol,Period_IV,Day 24,24,Period IV Day 24,batch5,alcohol_95
S2_train_I_internal_val_test_all,three_class_with_air,test,alcohol\alcohol_96.csv,alcohol,Period_IV,Day 24,24,Period IV Day 24,batch5,alcohol_96
S3_train_I_internal_20_10_test_all,three_class_with_air,train,acetone\acetone_o1.csv,acetone,Period_I,Day 1 afternoon,1,Period I Day 1 afternoon,source,acetone_o1
S3_train_I_internal_20_10_test_all,three_class_with_air,train,acetone\acetone_o3.csv,acetone,Period_I,Day 1 afternoon,1,Period I Day 1 afternoon,source,acetone_o3
S3_train_I_internal_20_10_test_all,three_class_with_air,train,acetone\acetone_o5.csv,acetone,Period_I,Day 2 noon,2,Period I Day 2 noon,source,acetone_o5
S3_train_I_internal_20_10_test_all,three_class_with_air,train,acetone\acetone_o8.csv,acetone,Period_I,Day 2 afternoon,2,Period I Day 2 afternoon,source,acetone_o8
S3_train_I_internal_20_10_test_all,three_class_with_air,train,acetone\acetone_o9.csv,acetone,Period_I,Day 2 afternoon,2,Period I Day 2 afternoon,source,acetone_o9
S3_train_I_internal_20_10_test_all,three_class_with_air,train,acetone\acetone_o10.csv,acetone,Period_I,Day 3 noon,3,Period I Day 3 noon,source,acetone_o10
S3_train_I_internal_20_10_test_all,three_class_with_air,train,acetone\acetone_o11.csv,acetone,Period_I,Day 3 noon,3,Period I Day 3 noon,source,acetone_o11
S3_train_I_internal_20_10_test_all,three_class_with_air,train,acetone\acetone_o12.csv,acetone,Period_I,Day 3 noon,3,Period I Day 3 noon,source,acetone_o12
S3_train_I_internal_20_10_test_all,three_class_with_air,train,air\baseline_1.csv,air,Period_I,baseline,0,Period I baseline,source,baseline_1
S3_train_I_internal_20_10_test_all,three_class_with_air,train,air\baseline_3.csv,air,Period_I,baseline,0,Period I baseline,source,baseline_3
S3_train_I_internal_20_10_test_all,three_class_with_air,train,air\baseline_4.csv,air,Period_I,baseline,0,Period I baseline,source,baseline_4
S3_train_I_internal_20_10_test_all,three_class_with_air,train,air\baseline_5.csv,air,Period_I,baseline,0,Period I baseline,source,baseline_5
S3_train_I_internal_20_10_test_all,three_class_with_air,train,alcohol\alcohol_o1.csv,alcohol,Period_I,Day 1 afternoon,1,Period I Day 1 afternoon,source,alcohol_o1
S3_train_I_internal_20_10_test_all,three_class_with_air,train,alcohol\alcohol_o2.csv,alcohol,Period_I,Day 1 afternoon,1,Period I Day 1 afternoon,source,alcohol_o2
S3_train_I_internal_20_10_test_all,three_class_with_air,train,alcohol\alcohol_o5.csv,alcohol,Period_I,Day 2 noon,2,Period I Day 2 noon,source,alcohol_o5
S3_train_I_internal_20_10_test_all,three_class_with_air,train,alcohol\alcohol_o6.csv,alcohol,Period_I,Day 2 noon,2,Period I Day 2 noon,source,alcohol_o6
S3_train_I_internal_20_10_test_all,three_class_with_air,train,alcohol\alcohol_o7.csv,alcohol,Period_I,Day 2 afternoon,2,Period I Day 2 afternoon,source,alcohol_o7
S3_train_I_internal_20_10_test_all,three_class_with_air,train,alcohol\alcohol_o8.csv,alcohol,Period_I,Day 2 afternoon,2,Period I Day 2 afternoon,source,alcohol_o8
S3_train_I_internal_20_10_test_all,three_class_with_air,train,alcohol\alcohol_o9.csv,alcohol,Period_I,Day 2 afternoon,2,Period I Day 2 afternoon,source,alcohol_o9
S3_train_I_internal_20_10_test_all,three_class_with_air,train,alcohol\alcohol_o10.csv,alcohol,Period_I,Day 3 noon,3,Period I Day 3 noon,source,alcohol_o10
S3_train_I_internal_20_10_test_all,three_class_with_air,validation,acetone\acetone_o2.csv,acetone,Period_I,Day 1 afternoon,1,Period I Day 1 afternoon,source,acetone_o2
S3_train_I_internal_20_10_test_all,three_class_with_air,validation,acetone\acetone_o4.csv,acetone,Period_I,Day 2 noon,2,Period I Day 2 noon,source,acetone_o4
S3_train_I_internal_20_10_test_all,three_class_with_air,validation,acetone\acetone_o6.csv,acetone,Period_I,Day 2 noon,2,Period I Day 2 noon,source,acetone_o6
S3_train_I_internal_20_10_test_all,three_class_with_air,validation,acetone\acetone_o7.csv,acetone,Period_I,Day 2 afternoon,2,Period I Day 2 afternoon,source,acetone_o7
S3_train_I_internal_20_10_test_all,three_class_with_air,validation,air\baseline_6.csv,air,Period_I,baseline,0,Period I baseline,source,baseline_6
S3_train_I_internal_20_10_test_all,three_class_with_air,validation,air\baseline_7.csv,air,Period_I,baseline,0,Period I baseline,source,baseline_7
S3_train_I_internal_20_10_test_all,three_class_with_air,validation,alcohol\alcohol_o3.csv,alcohol,Period_I,Day 1 afternoon,1,Period I Day 1 afternoon,source,alcohol_o3
S3_train_I_internal_20_10_test_all,three_class_with_air,validation,alcohol\alcohol_o4.csv,alcohol,Period_I,Day 2 noon,2,Period I Day 2 noon,source,alcohol_o4
S3_train_I_internal_20_10_test_all,three_class_with_air,validation,alcohol\alcohol_o11.csv,alcohol,Period_I,Day 3 noon,3,Period I Day 3 noon,source,alcohol_o11
S3_train_I_internal_20_10_test_all,three_class_with_air,validation,alcohol\alcohol_o12.csv,alcohol,Period_I,Day 3 noon,3,Period I Day 3 noon,source,alcohol_o12
S3_train_I_internal_20_10_test_all,three_class_with_air,test,acetone\acetone_1.csv,acetone,Period_II,Day 1,1,Period II Day 1,batch1,acetone_1
S3_train_I_internal_20_10_test_all,three_class_with_air,test,acetone\acetone_2.csv,acetone,Period_II,Day 1,1,Period II Day 1,batch1,acetone_2
S3_train_I_internal_20_10_test_all,three_class_with_air,test,acetone\acetone_3.csv,acetone,Period_II,Day 1,1,Period II Day 1,batch1,acetone_3
S3_train_I_internal_20_10_test_all,three_class_with_air,test,acetone\acetone_4.csv,acetone,Period_II,Day 1,1,Period II Day 1,batch1,acetone_4
S3_train_I_internal_20_10_test_all,three_class_with_air,test,acetone\acetone_5.csv,acetone,Period_II,Day 1,1,Period II Day 1,batch1,acetone_5
S3_train_I_internal_20_10_test_all,three_class_with_air,test,acetone\acetone_6.csv,acetone,Period_II,Day 2,2,Period II Day 2,batch1,acetone_6
S3_train_I_internal_20_10_test_all,three_class_with_air,test,acetone\acetone_7.csv,acetone,Period_II,Day 2,2,Period II Day 2,batch1,acetone_7
S3_train_I_internal_20_10_test_all,three_class_with_air,test,acetone\acetone_8.csv,acetone,Period_II,Day 2,2,Period II Day 2,batch1,acetone_8
S3_train_I_internal_20_10_test_all,three_class_with_air,test,acetone\acetone_9.csv,acetone,Period_II,Day 2,2,Period II Day 2,batch1,acetone_9
S3_train_I_internal_20_10_test_all,three_class_with_air,test,acetone\acetone_10.csv,acetone,Period_II,Day 2,2,Period II Day 2,batch1,acetone_10
S3_train_I_internal_20_10_test_all,three_class_with_air,test,acetone\acetone_11.csv,acetone,Period_II,Day 3,3,Period II Day 3,batch2,acetone_11
S3_train_I_internal_20_10_test_all,three_class_with_air,test,acetone\acetone_12.csv,acetone,Period_II,Day 3,3,Period II Day 3,batch2,acetone_12
S3_train_I_internal_20_10_test_all,three_class_with_air,test,acetone\acetone_13.csv,acetone,Period_II,Day 3,3,Period II Day 3,batch2,acetone_13
S3_train_I_internal_20_10_test_all,three_class_with_air,test,acetone\acetone_14.csv,acetone,Period_II,Day 3,3,Period II Day 3,batch2,acetone_14
S3_train_I_internal_20_10_test_all,three_class_with_air,test,acetone\acetone_15.csv,acetone,Period_II,Day 3,3,Period II Day 3,batch2,acetone_15
S3_train_I_internal_20_10_test_all,three_class_with_air,test,acetone\acetone_16.csv,acetone,Period_II,Day 4,4,Period II Day 4,batch2,acetone_16
S3_train_I_internal_20_10_test_all,three_class_with_air,test,acetone\acetone_17.csv,acetone,Period_II,Day 4,4,Period II Day 4,batch2,acetone_17
S3_train_I_internal_20_10_test_all,three_class_with_air,test,acetone\acetone_18.csv,acetone,Period_II,Day 4,4,Period II Day 4,batch2,acetone_18
S3_train_I_internal_20_10_test_all,three_class_with_air,test,acetone\acetone_19.csv,acetone,Period_II,Day 4,4,Period II Day 4,batch2,acetone_19
S3_train_I_internal_20_10_test_all,three_class_with_air,test,acetone\acetone_20.csv,acetone,Period_II,Day 4,4,Period II Day 4,batch2,acetone_20
S3_train_I_internal_20_10_test_all,three_class_with_air,test,acetone\acetone_21.csv,acetone,Period_II,Day 5,5,Period II Day 5,batch2,acetone_21
S3_train_I_internal_20_10_test_all,three_class_with_air,test,acetone\acetone_22.csv,acetone,Period_II,Day 5,5,Period II Day 5,batch2,acetone_22
S3_train_I_internal_20_10_test_all,three_class_with_air,test,acetone\acetone_23.csv,acetone,Period_II,Day 5,5,Period II Day 5,batch2,acetone_23
S3_train_I_internal_20_10_test_all,three_class_with_air,test,acetone\acetone_24.csv,acetone,Period_II,Day 5,5,Period II Day 5,batch2,acetone_24
S3_train_I_internal_20_10_test_all,three_class_with_air,test,acetone\acetone_25.csv,acetone,Period_II,Day 5,5,Period II Day 5,batch2,acetone_25
S3_train_I_internal_20_10_test_all,three_class_with_air,test,acetone\acetone_26.csv,acetone,Period_II,Day 6,6,Period II Day 6,batch2,acetone_26
S3_train_I_internal_20_10_test_all,three_class_with_air,test,acetone\acetone_27.csv,acetone,Period_II,Day 6,6,Period II Day 6,batch2,acetone_27
S3_train_I_internal_20_10_test_all,three_class_with_air,test,acetone\acetone_28.csv,acetone,Period_II,Day 6,6,Period II Day 6,batch2,acetone_28
S3_train_I_internal_20_10_test_all,three_class_with_air,test,acetone\acetone_29.csv,acetone,Period_II,Day 6,6,Period II Day 6,batch2,acetone_29
S3_train_I_internal_20_10_test_all,three_class_with_air,test,acetone\acetone_30.csv,acetone,Period_II,Day 6,6,Period II Day 6,batch2,acetone_30
S3_train_I_internal_20_10_test_all,three_class_with_air,test,acetone\acetone_31.csv,acetone,Period_II,Day 6,6,Period II Day 6,batch2,acetone_31
S3_train_I_internal_20_10_test_all,three_class_with_air,test,acetone\acetone_32.csv,acetone,Period_II,Day 6,6,Period II Day 6,batch2,acetone_32
S3_train_I_internal_20_10_test_all,three_class_with_air,test,acetone\acetone_33.csv,acetone,Period_II,Day 7,7,Period II Day 7,batch2,acetone_33
S3_train_I_internal_20_10_test_all,three_class_with_air,test,acetone\acetone_34.csv,acetone,Period_II,Day 7,7,Period II Day 7,batch2,acetone_34
S3_train_I_internal_20_10_test_all,three_class_with_air,test,acetone\acetone_35.csv,acetone,Period_II,Day 7,7,Period II Day 7,batch2,acetone_35
S3_train_I_internal_20_10_test_all,three_class_with_air,test,acetone\acetone_36.csv,acetone,Period_II,Day 8,8,Period II Day 8,batch2,acetone_36
S3_train_I_internal_20_10_test_all,three_class_with_air,test,acetone\acetone_37.csv,acetone,Period_II,Day 8,8,Period II Day 8,batch2,acetone_37
S3_train_I_internal_20_10_test_all,three_class_with_air,test,acetone\acetone_38.csv,acetone,Period_II,Day 8,8,Period II Day 8,batch2,acetone_38
S3_train_I_internal_20_10_test_all,three_class_with_air,test,acetone\acetone_39.csv,acetone,Period_II,Day 9,9,Period II Day 9,batch2,acetone_39
S3_train_I_internal_20_10_test_all,three_class_with_air,test,acetone\acetone_40.csv,acetone,Period_II,Day 9,9,Period II Day 9,batch2,acetone_40
S3_train_I_internal_20_10_test_all,three_class_with_air,test,acetone\acetone_41.csv,acetone,Period_II,Day 9,9,Period II Day 9,batch2,acetone_41
S3_train_I_internal_20_10_test_all,three_class_with_air,test,acetone\acetone_42.csv,acetone,Period_II,Day 9,9,Period II Day 9,batch2,acetone_42
S3_train_I_internal_20_10_test_all,three_class_with_air,test,acetone\acetone_43.csv,acetone,Period_II,Day 9,9,Period II Day 9,batch2,acetone_43
S3_train_I_internal_20_10_test_all,three_class_with_air,test,acetone\acetone_44.csv,acetone,Period_II,Day 10,10,Period II Day 10,batch3,acetone_44
S3_train_I_internal_20_10_test_all,three_class_with_air,test,acetone\acetone_45.csv,acetone,Period_II,Day 10,10,Period II Day 10,batch3,acetone_45
S3_train_I_internal_20_10_test_all,three_class_with_air,test,acetone\acetone_46.csv,acetone,Period_II,Day 10,10,Period II Day 10,batch3,acetone_46
S3_train_I_internal_20_10_test_all,three_class_with_air,test,acetone\acetone_47.csv,acetone,Period_II,Day 10,10,Period II Day 10,batch3,acetone_47
S3_train_I_internal_20_10_test_all,three_class_with_air,test,acetone\acetone_48.csv,acetone,Period_II,Day 11,11,Period II Day 11,batch3,acetone_48
S3_train_I_internal_20_10_test_all,three_class_with_air,test,acetone\acetone_49.csv,acetone,Period_II,Day 11,11,Period II Day 11,batch3,acetone_49
S3_train_I_internal_20_10_test_all,three_class_with_air,test,acetone\acetone_50.csv,acetone,Period_II,Day 11,11,Period II Day 11,batch3,acetone_50
S3_train_I_internal_20_10_test_all,three_class_with_air,test,acetone\acetone_51.csv,acetone,Period_II,Day 11,11,Period II Day 11,batch3,acetone_51
S3_train_I_internal_20_10_test_all,three_class_with_air,test,acetone\acetone_52.csv,acetone,Period_II,Day 12,12,Period II Day 12,batch3,acetone_52
S3_train_I_internal_20_10_test_all,three_class_with_air,test,acetone\acetone_53.csv,acetone,Period_II,Day 12,12,Period II Day 12,batch3,acetone_53
S3_train_I_internal_20_10_test_all,three_class_with_air,test,acetone\acetone_54.csv,acetone,Period_II,Day 12,12,Period II Day 12,batch3,acetone_54
S3_train_I_internal_20_10_test_all,three_class_with_air,test,acetone\acetone_55.csv,acetone,Period_II,Day 12,12,Period II Day 12,batch3,acetone_55
S3_train_I_internal_20_10_test_all,three_class_with_air,test,acetone\acetone_56.csv,acetone,Period_II,Day 13,13,Period II Day 13,batch3,acetone_56
S3_train_I_internal_20_10_test_all,three_class_with_air,test,acetone\acetone_57.csv,acetone,Period_II,Day 13,13,Period II Day 13,batch3,acetone_57
S3_train_I_internal_20_10_test_all,three_class_with_air,test,acetone\acetone_58.csv,acetone,Period_II,Day 14,14,Period II Day 14,batch3,acetone_58
S3_train_I_internal_20_10_test_all,three_class_with_air,test,acetone\acetone_59.csv,acetone,Period_II,Day 14,14,Period II Day 14,batch3,acetone_59
S3_train_I_internal_20_10_test_all,three_class_with_air,test,acetone\acetone_60.csv,acetone,Period_II,Day 14,14,Period II Day 14,batch3,acetone_60
S3_train_I_internal_20_10_test_all,three_class_with_air,test,acetone\acetone_61.csv,acetone,Period_II,Day 15,15,Period II Day 15,batch3,acetone_61
S3_train_I_internal_20_10_test_all,three_class_with_air,test,acetone\acetone_62.csv,acetone,Period_II,Day 15,15,Period II Day 15,batch3,acetone_62
S3_train_I_internal_20_10_test_all,three_class_with_air,test,acetone\acetone_63.csv,acetone,Period_II,Day 15,15,Period II Day 15,batch3,acetone_63
S3_train_I_internal_20_10_test_all,three_class_with_air,test,acetone\acetone_64.csv,acetone,Period_II,Day 17,17,Period II Day 17,batch3,acetone_64
S3_train_I_internal_20_10_test_all,three_class_with_air,test,acetone\acetone_65.csv,acetone,Period_II,Day 17,17,Period II Day 17,batch3,acetone_65
S3_train_I_internal_20_10_test_all,three_class_with_air,test,acetone\acetone_66.csv,acetone,Period_II,Day 17,17,Period II Day 17,batch3,acetone_66
S3_train_I_internal_20_10_test_all,three_class_with_air,test,acetone\acetone_67.csv,acetone,Period_II,Day 17,17,Period II Day 17,batch3,acetone_67
S3_train_I_internal_20_10_test_all,three_class_with_air,test,acetone\acetone_68.csv,acetone,Period_II,Day 17,17,Period II Day 17,batch3,acetone_68
S3_train_I_internal_20_10_test_all,three_class_with_air,test,acetone\acetone_69.csv,acetone,Period_III,Day 18,18,Period III Day 18,batch4,acetone_69
S3_train_I_internal_20_10_test_all,three_class_with_air,test,acetone\acetone_70.csv,acetone,Period_III,Day 18,18,Period III Day 18,batch4,acetone_70
S3_train_I_internal_20_10_test_all,three_class_with_air,test,acetone\acetone_71.csv,acetone,Period_III,Day 18,18,Period III Day 18,batch4,acetone_71
S3_train_I_internal_20_10_test_all,three_class_with_air,test,acetone\acetone_72.csv,acetone,Period_III,Day 18,18,Period III Day 18,batch4,acetone_72
S3_train_I_internal_20_10_test_all,three_class_with_air,test,acetone\acetone_73.csv,acetone,Period_III,Day 18,18,Period III Day 18,batch4,acetone_73
S3_train_I_internal_20_10_test_all,three_class_with_air,test,acetone\acetone_74.csv,acetone,Period_III,Day 19,19,Period III Day 19,batch4,acetone_74
S3_train_I_internal_20_10_test_all,three_class_with_air,test,acetone\acetone_75.csv,acetone,Period_III,Day 19,19,Period III Day 19,batch4,acetone_75
S3_train_I_internal_20_10_test_all,three_class_with_air,test,acetone\acetone_76.csv,acetone,Period_III,Day 19,19,Period III Day 19,batch4,acetone_76
S3_train_I_internal_20_10_test_all,three_class_with_air,test,acetone\acetone_77.csv,acetone,Period_III,Day 20,20,Period III Day 20,batch4,acetone_77
S3_train_I_internal_20_10_test_all,three_class_with_air,test,acetone\acetone_78.csv,acetone,Period_III,Day 20,20,Period III Day 20,batch4,acetone_78
S3_train_I_internal_20_10_test_all,three_class_with_air,test,acetone\acetone_79.csv,acetone,Period_III,Day 20,20,Period III Day 20,batch4,acetone_79
S3_train_I_internal_20_10_test_all,three_class_with_air,test,acetone\acetone_80.csv,acetone,Period_III,Day 20,20,Period III Day 20,batch4,acetone_80
S3_train_I_internal_20_10_test_all,three_class_with_air,test,acetone\acetone_81.csv,acetone,Period_III,Day 21,21,Period III Day 21,batch4,acetone_81
S3_train_I_internal_20_10_test_all,three_class_with_air,test,acetone\acetone_82.csv,acetone,Period_III,Day 21,21,Period III Day 21,batch4,acetone_82
S3_train_I_internal_20_10_test_all,three_class_with_air,test,acetone\acetone_83.csv,acetone,Period_III,Day 21,21,Period III Day 21,batch4,acetone_83
S3_train_I_internal_20_10_test_all,three_class_with_air,test,acetone\acetone_84.csv,acetone,Period_III,Day 21,21,Period III Day 21,batch4,acetone_84
S3_train_I_internal_20_10_test_all,three_class_with_air,test,acetone\acetone_85.csv,acetone,Period_IV,Day 22,22,Period IV Day 22,batch5,acetone_85
S3_train_I_internal_20_10_test_all,three_class_with_air,test,acetone\acetone_86.csv,acetone,Period_IV,Day 22,22,Period IV Day 22,batch5,acetone_86
S3_train_I_internal_20_10_test_all,three_class_with_air,test,acetone\acetone_87.csv,acetone,Period_IV,Day 22,22,Period IV Day 22,batch5,acetone_87
S3_train_I_internal_20_10_test_all,three_class_with_air,test,acetone\acetone_88.csv,acetone,Period_IV,Day 22,22,Period IV Day 22,batch5,acetone_88
S3_train_I_internal_20_10_test_all,three_class_with_air,test,acetone\acetone_89.csv,acetone,Period_IV,Day 23,23,Period IV Day 23,batch5,acetone_89
S3_train_I_internal_20_10_test_all,three_class_with_air,test,acetone\acetone_90.csv,acetone,Period_IV,Day 23,23,Period IV Day 23,batch5,acetone_90
S3_train_I_internal_20_10_test_all,three_class_with_air,test,acetone\acetone_91.csv,acetone,Period_IV,Day 23,23,Period IV Day 23,batch5,acetone_91
S3_train_I_internal_20_10_test_all,three_class_with_air,test,acetone\acetone_92.csv,acetone,Period_IV,Day 23,23,Period IV Day 23,batch5,acetone_92
S3_train_I_internal_20_10_test_all,three_class_with_air,test,acetone\acetone_93.csv,acetone,Period_IV,Day 24,24,Period IV Day 24,batch5,acetone_93
S3_train_I_internal_20_10_test_all,three_class_with_air,test,acetone\acetone_94.csv,acetone,Period_IV,Day 24,24,Period IV Day 24,batch5,acetone_94
S3_train_I_internal_20_10_test_all,three_class_with_air,test,acetone\acetone_95.csv,acetone,Period_IV,Day 24,24,Period IV Day 24,batch5,acetone_95
S3_train_I_internal_20_10_test_all,three_class_with_air,test,acetone\acetone_96.csv,acetone,Period_IV,Day 24,24,Period IV Day 24,batch5,acetone_96
S3_train_I_internal_20_10_test_all,three_class_with_air,test,air\air_1.csv,air,Period_II,Day 1,1,Period II Day 1,batch1,air_1
S3_train_I_internal_20_10_test_all,three_class_with_air,test,air\air_2.csv,air,Period_II,Day 1,1,Period II Day 1,batch1,air_2
S3_train_I_internal_20_10_test_all,three_class_with_air,test,air\air_3.csv,air,Period_II,Day 2,2,Period II Day 2,batch1,air_3
S3_train_I_internal_20_10_test_all,three_class_with_air,test,air\air_4.csv,air,Period_II,Day 2,2,Period II Day 2,batch1,air_4
S3_train_I_internal_20_10_test_all,three_class_with_air,test,air\air_5.csv,air,Period_II,Day 3,3,Period II Day 3,batch2,air_5
S3_train_I_internal_20_10_test_all,three_class_with_air,test,air\air_6.csv,air,Period_II,Day 3,3,Period II Day 3,batch2,air_6
S3_train_I_internal_20_10_test_all,three_class_with_air,test,air\air_7.csv,air,Period_II,Day 4,4,Period II Day 4,batch2,air_7
S3_train_I_internal_20_10_test_all,three_class_with_air,test,air\air_8.csv,air,Period_II,Day 4,4,Period II Day 4,batch2,air_8
S3_train_I_internal_20_10_test_all,three_class_with_air,test,air\air_9.csv,air,Period_II,Day 5,5,Period II Day 5,batch2,air_9
S3_train_I_internal_20_10_test_all,three_class_with_air,test,air\air_10.csv,air,Period_II,Day 5,5,Period II Day 5,batch2,air_10
S3_train_I_internal_20_10_test_all,three_class_with_air,test,air\air_11.csv,air,Period_II,Day 6,6,Period II Day 6,batch2,air_11
S3_train_I_internal_20_10_test_all,three_class_with_air,test,air\air_12.csv,air,Period_II,Day 6,6,Period II Day 6,batch2,air_12
S3_train_I_internal_20_10_test_all,three_class_with_air,test,air\air_13.csv,air,Period_II,Day 6,6,Period II Day 6,batch2,air_13
S3_train_I_internal_20_10_test_all,three_class_with_air,test,air\air_14.csv,air,Period_II,Day 8,8,Period II Day 8,batch2,air_14
S3_train_I_internal_20_10_test_all,three_class_with_air,test,air\air_15.csv,air,Period_II,Day 8,8,Period II Day 8,batch2,air_15
