"path","bytes","mb","modified"
"data/training_enose_data/alcohol/alcohol_63.csv","85419","0,0815","2026-06-01 20:02:02"
"data/training_enose_data/alcohol/alcohol_64.csv","84675","0,0808","2026-06-04 15:34:55"
"data/training_enose_data/alcohol/alcohol_65.csv","84583","0,0807","2026-06-04 15:53:42"
"data/training_enose_data/alcohol/alcohol_66.csv","84556","0,0806","2026-06-04 15:59:41"
"data/training_enose_data/alcohol/alcohol_67.csv","83965","0,0801","2026-06-04 17:41:07"
"data/training_enose_data/alcohol/alcohol_68.csv","83854","0,08","2026-06-04 17:47:18"
"data/training_enose_data/alcohol/alcohol_69.csv","84552","0,0806","2026-06-05 15:48:40"
"data/training_enose_data/alcohol/alcohol_7.csv","84557","0,0806","2026-05-15 13:20:30"
"data/training_enose_data/alcohol/alcohol_70.csv","84661","0,0807","2026-06-05 15:54:08"
"data/training_enose_data/alcohol/alcohol_71.csv","84706","0,0808","2026-06-05 16:14:18"
"data/training_enose_data/alcohol/alcohol_72.csv","84558","0,0806","2026-06-05 16:29:08"
"data/training_enose_data/alcohol/alcohol_73.csv","84693","0,0808","2026-06-05 16:52:22"
"data/training_enose_data/alcohol/alcohol_74.csv","83511","0,0796","2026-06-13 23:48:38"
"data/training_enose_data/alcohol/alcohol_75.csv","83841","0,08","2026-06-13 23:53:02"
"data/training_enose_data/alcohol/alcohol_76.csv","83849","0,08","2026-06-13 23:57:20"
"data/training_enose_data/alcohol/alcohol_77.csv","84677","0,0808","2026-06-14 16:01:14"
"data/training_enose_data/alcohol/alcohol_78.csv","84679","0,0808","2026-06-14 16:05:21"
"data/training_enose_data/alcohol/alcohol_79.csv","84579","0,0807","2026-06-14 16:12:49"
"data/training_enose_data/alcohol/alcohol_8.csv","84712","0,0808","2026-05-15 13:28:29"
"data/training_enose_data/alcohol/alcohol_80.csv","84674","0,0808","2026-06-14 16:17:20"
"data/training_enose_data/alcohol/alcohol_81.csv","84672","0,0807","2026-06-15 23:25:51"
"data/training_enose_data/alcohol/alcohol_82.csv","84717","0,0808","2026-06-15 23:33:15"
"data/training_enose_data/alcohol/alcohol_83.csv","84581","0,0807","2026-06-16 00:23:52"
"data/training_enose_data/alcohol/alcohol_84.csv","84580","0,0807","2026-06-16 00:28:44"
"data/training_enose_data/alcohol/alcohol_85.csv","84607","0,0807","2026-06-20 22:48:47"
"data/training_enose_data/alcohol/alcohol_86.csv","84534","0,0806","2026-06-20 23:00:58"
"data/training_enose_data/alcohol/alcohol_87.csv","84557","0,0806","2026-06-20 23:54:30"
"data/training_enose_data/alcohol/alcohol_88.csv","84591","0,0807","2026-06-21 00:03:46"
"data/training_enose_data/alcohol/alcohol_89.csv","84693","0,0808","2026-06-21 13:41:32"
"data/training_enose_data/alcohol/alcohol_9.csv","85293","0,0813","2026-05-15 15:28:40"
"data/training_enose_data/alcohol/alcohol_90.csv","84666","0,0807","2026-06-21 13:46:37"
"data/training_enose_data/alcohol/alcohol_91.csv","84716","0,0808","2026-06-21 14:06:23"
"data/training_enose_data/alcohol/alcohol_92.csv","84676","0,0808","2026-06-21 14:14:25"
"data/training_enose_data/alcohol/alcohol_93.csv","84557","0,0806","2026-06-22 00:31:32"
"data/training_enose_data/alcohol/alcohol_94.csv","84566","0,0806","2026-06-22 00:38:58"
"data/training_enose_data/alcohol/alcohol_95.csv","84489","0,0806","2026-06-22 02:21:20"
"data/training_enose_data/alcohol/alcohol_96.csv","84573","0,0807","2026-06-22 02:26:07"
"data/training_enose_data/alcohol/alcohol_o1.csv","72054","0,0687","2026-05-01 18:37:19"
"data/training_enose_data/alcohol/alcohol_o10.csv","72375","0,069","2026-05-03 12:00:40"
"data/training_enose_data/alcohol/alcohol_o11.csv","73033","0,0696","2026-05-03 12:05:57"
"data/training_enose_data/alcohol/alcohol_o12.csv","73134","0,0697","2026-05-03 12:13:09"
"data/training_enose_data/alcohol/alcohol_o2.csv","72302","0,069","2026-05-01 18:42:38"
"data/training_enose_data/alcohol/alcohol_o3.csv","73022","0,0696","2026-05-02 11:58:20"
"data/training_enose_data/alcohol/alcohol_o4.csv","73020","0,0696","2026-05-02 11:49:25"
"data/training_enose_data/alcohol/alcohol_o5.csv","73109","0,0697","2026-05-02 11:40:10"
"data/training_enose_data/alcohol/alcohol_o6.csv","73152","0,0698","2026-05-02 11:44:20"
"data/training_enose_data/alcohol/alcohol_o7.csv","73029","0,0696","2026-05-02 19:27:33"
"data/training_enose_data/alcohol/alcohol_o8.csv","72992","0,0696","2026-05-02 19:33:11"
"data/training_enose_data/alcohol/alcohol_o9.csv","73037","0,0697","2026-05-02 19:20:07"
"figures/coral/deep_coral_multi_split_report.html","2870579","2,7376","2026-06-30 03:11:41"
"figures/coral/deep_coral_multi_split_summary.svg","31507","0,03","2026-06-30 03:11:41"
"figures/coral/deep_coral_research_flow.svg","6537","0,0062","2026-06-30 03:11:41"
"figures/dann_learning/cdan_multi_split_summary.svg","24338","0,0232","2026-06-30 01:51:45"
"figures/dann_learning/dann_9feature_cdann_report.html","22049428","21,028","2026-07-01 20:47:35"
"figures/dann_learning/dann_9feature_cdann_summary.svg","13527","0,0129","2026-06-30 01:40:11"
"figures/dann_learning/dann_interactive_report.html","12379667","11,8062","2026-07-01 20:45:18"
"figures/dann_learning/dann_multi_split_summary.svg","44760","0,0427","2026-07-01 17:32:18"
"figures/dann_learning/dann_three_class_selected_results.svg","148851","0,142","2026-06-20 22:01:06"
"figures/dann_learning/dann_train_val_refit_comparison.html","13802749","13,1633","2026-07-02 13:09:33"
"figures/dann_learning/Model_explain/architecture_1_mlp_source_only.svg","11995","0,0114","2026-06-19 15:24:25"
"figures/dann_learning/Model_explain/architecture_2_mlp_source_target_labels.svg","13452","0,0128","2026-06-19 15:24:25"
"figures/dann_learning/Model_explain/architecture_3_dann_uda.svg","14194","0,0135","2026-06-19 15:24:25"
"figures/dann_learning/Model_explain/architecture_4_dann_semi.svg","15013","0,0143","2026-06-19 15:24:25"
"figures/dann_learning/Model_explain/architecture_5_cdann_conditional.svg","18152","0,0173","2026-06-19 15:24:25"
"figures/dann_learning/Model_explain/architecture_6_official_cdan.svg","16452","0,0157","2026-06-19 15:24:25"
"figures/dann_learning/Model_explain/architecture_7_deep_coral.svg","17326","0,0165","2026-07-02 23:36:30"
"figures/dann_learning/Model_explain/architecture_8_mk_mmd.svg","17675","0,0169","2026-07-02 23:36:30"
"figures/dann_one_layer/dann_multi_split_summary.svg","44760","0,0427","2026-07-01 20:40:32"
"figures/feature_space/feature_space_raw/interactive_bc_no_clip_post60_group_hyperplane_s1_s4_s5.html","1910020","1,8215","2026-06-25 00:38:50"
"figures/feature_space/feature_space_raw/interactive_bc_no_clip_post60_group_hyperplane_s2_s4_s5.html","1914861","1,8262","2026-06-25 00:38:59"
"figures/feature_space/feature_space_raw/interactive_bc_no_clip_s1_s4_s5_feature_space.html","12197817","11,6327","2026-06-25 00:38:50"
"figures/feature_space/feature_space_raw/interactive_bc_no_clip_s2_s4_s5_feature_space.html","12197352","11,6323","2026-06-25 00:38:58"
"figures/feature_space/feature_space_raw_cut/interactive_bc_post60_group_hyperplane_s1_s4_s5.html","1910971","1,8224","2026-06-25 00:38:56"
"figures/feature_space/feature_space_raw_cut/interactive_bc_post60_group_hyperplane_s2_s4_s5.html","1916115","1,8273","2026-06-25 00:39:05"
"figures/feature_space/feature_space_raw_cut/interactive_bc_s1_s4_s5_feature_space.html","12170685","11,6069","2026-06-25 00:38:53"
"figures/feature_space/feature_space_raw_cut/interactive_bc_s2_s4_s5_feature_space.html","12170325","11,6065","2026-06-25 00:39:01"
"figures/feature_space/feature_space_raw_cut/interactive_bc_zero_start_s1_s4_s5_feature_space.html","12098968","11,5385","2026-06-25 00:38:55"
"figures/feature_space/feature_space_raw_cut/interactive_bc_zero_start_s2_s4_s5_feature_space.html","12166449","11,6028","2026-06-25 00:39:04"
"figures/feature_space/feature_space_uci/uci_norm_delta_no_clip_s1_s4_s5.html","1898094","1,8102","2026-06-25 00:39:13"
"figures/feature_space/feature_space_uci/uci_norm_delta_no_clip_s2_s4_s5.html","1901773","1,8137","2026-06-25 00:39:19"
"figures/ml_learning/all_models_s1_s7_ba_macro_f1.svg","92415","0,0881","2026-07-03 12:08:02"
"figures/ml_learning/manifest_da_baseline_model_split_heatmap.pdf","92201","0,0879","2026-07-01 13:56:47"
"figures/ml_learning/manifest_da_baseline_model_split_heatmap.png","843160","0,8041","2026-07-01 13:57:03"
"figures/ml_learning/manifest_da_baseline_model_split_heatmap.svg","51662","0,0493","2026-07-01 13:56:49"
"figures/ml_learning/manifest_da_baseline_period_i_per_batch_table.pdf","108940","0,1039","2026-07-01 13:57:18"
"figures/ml_learning/manifest_da_baseline_period_i_per_batch_table.png","1642285","1,5662","2026-07-01 13:57:29"
"figures/ml_learning/manifest_da_baseline_period_i_per_batch_table.svg","115463","0,1101","2026-07-01 13:57:21"
"figures/ml_learning/manifest_da_baseline_period_i_per_batch_trends.pdf","102428","0,0977","2026-07-01 13:57:11"
"figures/ml_learning/manifest_da_baseline_period_i_per_batch_trends.png","853616","0,8141","2026-07-01 13:57:14"
"figures/ml_learning/manifest_da_baseline_period_i_per_batch_trends.svg","37506","0,0358","2026-07-01 13:57:12"
"figures/ml_learning/manifest_da_baseline_split_model_point_ranges.pdf","37064","0,0353","2026-07-03 11:46:16"
"figures/ml_learning/manifest_da_baseline_split_model_point_ranges.png","1027886","0,9803","2026-07-03 11:46:52"
"figures/ml_learning/manifest_da_baseline_split_model_point_ranges.svg","151779","0,1447","2026-07-03 11:49:29"
"figures/ml_learning/manifest_da_baseline_split_summary.svg","93770","0,0894","2026-07-01 13:56:43"
"figures/ml_learning/ml_results_confusion_explorer.html","761622","0,7263","2026-07-01 11:38:37"
"figures/opensource_model_comparison/da_gain_over_source_only_48d_balanced_accuracy.png","220764","0,2105","2026-07-22 04:55:08"
"figures/opensource_model_comparison/da_gain_over_source_only_48d_balanced_accuracy.svg","103157","0,0984","2026-07-22 04:55:06"
"figures/opensource_model_comparison/da_gain_over_source_only_54d_balanced_accuracy.png","219434","0,2093","2026-07-22 04:55:33"
"figures/opensource_model_comparison/da_gain_over_source_only_54d_balanced_accuracy.svg","103124","0,0983","2026-07-22 04:55:31"
"figures/opensource_model_comparison/feature_delta_heatmap_54d_minus_48d_balanced_accuracy.png","283316","0,2702","2026-07-22 04:55:50"
"figures/opensource_model_comparison/feature_delta_heatmap_54d_minus_48d_balanced_accuracy.svg","125185","0,1194","2026-07-22 04:55:48"
"figures/opensource_model_comparison/feature_set_paired_mean_balanced_accuracy.png","157925","0,1506","2026-07-22 04:55:51"
"figures/opensource_model_comparison/feature_set_paired_mean_balanced_accuracy.svg","63744","0,0608","2026-07-22 04:55:50"
"figures/opensource_model_comparison/figure_source_data.csv","16486","0,0157","2026-07-22 04:54:58"
"figures/opensource_model_comparison/gain_over_lr_and_sklearn_mlp_48d_balanced_accuracy.png","371590","0,3544","2026-07-22 04:55:13"
"figures/opensource_model_comparison/gain_over_lr_and_sklearn_mlp_48d_balanced_accuracy.svg","164522","0,1569","2026-07-22 04:55:10"
"figures/opensource_model_comparison/gain_over_lr_and_sklearn_mlp_54d_balanced_accuracy.png","371964","0,3547","2026-07-22 04:55:36"
"figures/opensource_model_comparison/gain_over_lr_and_sklearn_mlp_54d_balanced_accuracy.svg","163531","0,156","2026-07-22 04:55:35"
"figures/opensource_model_comparison/mlplr_context_48d_balanced_accuracy.png","201574","0,1922","2026-07-22 04:55:26"
"figures/opensource_model_comparison/mlplr_context_48d_balanced_accuracy.svg","49911","0,0476","2026-07-22 04:55:25"
"figures/opensource_model_comparison/mlplr_context_54d_balanced_accuracy.png","184096","0,1756","2026-07-22 04:55:47"
"figures/opensource_model_comparison/mlplr_context_54d_balanced_accuracy.svg","47526","0,0453","2026-07-22 04:55:46"
"figures/opensource_model_comparison/pairwise_mean_advantage_48d_balanced_accuracy.png","411960","0,3929","2026-07-22 04:55:18"
"figures/opensource_model_comparison/pairwise_mean_advantage_48d_balanced_accuracy.svg","169515","0,1617","2026-07-22 04:55:15"
"figures/opensource_model_comparison/pairwise_mean_advantage_54d_balanced_accuracy.png","421380","0,4019","2026-07-22 04:55:40"
"figures/opensource_model_comparison/pairwise_mean_advantage_54d_balanced_accuracy.svg","169215","0,1614","2026-07-22 04:55:38"
"figures/opensource_model_comparison/pairwise_split_win_counts_48d_balanced_accuracy.png","315744","0,3011","2026-07-22 04:55:22"
"figures/opensource_model_comparison/pairwise_split_win_counts_48d_balanced_accuracy.svg","127866","0,1219","2026-07-22 04:55:20"
"figures/opensource_model_comparison/pairwise_split_win_counts_54d_balanced_accuracy.png","316440","0,3018","2026-07-22 04:55:43"
"figures/opensource_model_comparison/pairwise_split_win_counts_54d_balanced_accuracy.svg","127542","0,1216","2026-07-22 04:55:42"
"figures/opensource_model_comparison/performance_heatmap_48d_balanced_accuracy.png","330145","0,3149","2026-07-22 04:55:04"
"figures/opensource_model_comparison/performance_heatmap_48d_balanced_accuracy.svg","135257","0,129","2026-07-22 04:55:03"
"figures/opensource_model_comparison/performance_heatmap_54d_balanced_accuracy.png","325374","0,3103","2026-07-22 04:55:30"
"figures/opensource_model_comparison/performance_heatmap_54d_balanced_accuracy.svg","134886","0,1286","2026-07-22 04:55:28"
"figures/opensource_model_comparison/rank_heatmap_48d_balanced_accuracy.png","188930","0,1802","2026-07-22 04:55:24"
"figures/opensource_model_comparison/rank_heatmap_48d_balanced_accuracy.svg","95109","0,0907","2026-07-22 04:55:23"
"figures/opensource_model_comparison/rank_heatmap_54d_balanced_accuracy.png","189094","0,1803","2026-07-22 04:55:46"
"figures/opensource_model_comparison/rank_heatmap_54d_balanced_accuracy.svg","94793","0,0904","2026-07-22 04:55:45"
"figures/opensource_model_explanatory/architecture_source_data.csv","122341","0,1167","2026-07-22 04:55:23"
"figures/opensource_model_explanatory/da_with_lr_sklearn_mlp_54d_method_small_multiples_ranges.png","254182","0,2424","2026-07-22 04:57:41"
"figures/opensource_model_explanatory/da_with_lr_sklearn_mlp_54d_split_point_ranges.png","180870","0,1725","2026-07-22 04:57:39"
"figures/opensource_model_explanatory/da_with_lr_sklearn_mlp_lollipop_48d.png","278764","0,2659","2026-07-22 04:55:07"
"figures/opensource_model_explanatory/da_with_lr_sklearn_mlp_lollipop_48d.svg","95892","0,0914","2026-07-22 04:55:05"
"figures/opensource_model_explanatory/da_with_lr_sklearn_mlp_lollipop_54d.png","276014","0,2632","2026-07-22 04:55:17"
"figures/opensource_model_explanatory/da_with_lr_sklearn_mlp_lollipop_54d.svg","92771","0,0885","2026-07-22 04:55:16"
"figures/opensource_model_explanatory/da_with_lr_sklearn_mlp_split_lines_48d.png","354745","0,3383","2026-07-22 04:55:08"
"figures/opensource_model_explanatory/da_with_lr_sklearn_mlp_split_lines_48d.svg","71363","0,0681","2026-07-22 04:55:07"
"figures/opensource_model_explanatory/da_with_lr_sklearn_mlp_split_lines_54d.png","347210","0,3311","2026-07-22 04:55:18"
"figures/opensource_model_explanatory/da_with_lr_sklearn_mlp_split_lines_54d.svg","68978","0,0658","2026-07-22 04:55:17"
"figures/opensource_model_explanatory/da_with_lr_sklearn_mlp_split_lines_54d_ranges.png","359995","0,3433","2026-07-22 04:58:59"
"figures/opensource_model_explanatory/da_with_lr_sklearn_mlp_split_lines_54d_ranges_source_data.csv","9876","0,0094","2026-07-22 04:57:36"
"figures/opensource_model_explanatory/explanatory_open_results_source_data.csv","45471","0,0434","2026-07-22 04:54:58"
"figures/opensource_model_explanatory/head_vs_mlplr_dumbbell_48d.png","146167","0,1394","2026-07-22 04:55:09"
"figures/opensource_model_explanatory/head_vs_mlplr_dumbbell_48d.svg","62248","0,0594","2026-07-22 04:55:09"
"figures/opensource_model_explanatory/head_vs_mlplr_dumbbell_54d.png","142243","0,1357","2026-07-22 04:55:19"
"figures/opensource_model_explanatory/head_vs_mlplr_dumbbell_54d.svg","59528","0,0568","2026-07-22 04:55:19"
"figures/opensource_model_explanatory/mlplr_minus_mlp_head_delta_48d.png","229333","0,2187","2026-07-22 04:55:13"
"figures/opensource_model_explanatory/mlplr_minus_mlp_head_delta_48d.svg","108764","0,1037","2026-07-22 04:55:11"
"figures/opensource_model_explanatory/mlplr_minus_mlp_head_delta_54d.png","232666","0,2219","2026-07-22 04:55:23"
"figures/opensource_model_explanatory/mlplr_minus_mlp_head_delta_54d.svg","106682","0,1017","2026-07-22 04:55:21"
"figures/opensource_model_explanatory/model_path_lollipop_48d.png","269910","0,2574","2026-07-22 04:55:04"
"figures/opensource_model_explanatory/model_path_lollipop_48d.svg","91709","0,0875","2026-07-22 04:55:03"
"figures/opensource_model_explanatory/model_path_lollipop_54d.png","270001","0,2575","2026-07-22 04:55:15"
"figures/opensource_model_explanatory/model_path_lollipop_54d.svg","91380","0,0871","2026-07-22 04:55:14"
"figures/opensource_model_explanatory/model_taxonomy_tree.png","305466","0,2913","2026-07-22 04:55:02"
"figures/opensource_model_explanatory/model_taxonomy_tree.svg","80779","0,077","2026-07-22 04:55:01"
"figures/opensource_model_explanatory/one_vs_two_layer_dumbbell_semi.png","133435","0,1273","2026-07-22 04:55:28"
"figures/opensource_model_explanatory/one_vs_two_layer_dumbbell_semi.svg","61198","0,0584","2026-07-22 04:55:27"
"figures/opensource_model_explanatory/one_vs_two_layer_dumbbell_uda.png","128902","0,1229","2026-07-22 04:55:24"
"figures/opensource_model_explanatory/one_vs_two_layer_dumbbell_uda.svg","59743","0,057","2026-07-22 04:55:23"
"figures/opensource_model_explanatory/two_minus_one_layer_delta_uda.png","177388","0,1692","2026-07-22 04:55:26"
"figures/opensource_model_explanatory/two_minus_one_layer_delta_uda.svg","85824","0,0818","2026-07-22 04:55:25"
"figures/unified_results_dashboard.html","41809094","39,8723","2026-07-03 10:40:31"
"processed/original_points_baseline_corrected_matrix.csv","10094171","9,6266","2026-06-06 23:31:54"
"processed/pca_3d_feature_space_scores.csv","17195","0,0164","2026-06-06 20:20:12"
"processed/phase_windows_used.csv","7216","0,0069","2026-06-06 20:20:12"
"processed/sample_features_baseline_corrected.csv","220896","0,2107","2026-06-06 20:20:12"
"processed/sample_metadata.csv","21346","0,0204","2026-06-06 20:20:12"
"reports/DANN_PROJECT_HANDOFF_FOR_GPT.md","15068","0,0144","2026-07-01 13:21:49"
"reports/dann_training_code_annotated_a4.pdf","444704","0,4241","2026-06-21 02:39:51"
"reports/dann_training_code_paragraph_notes_a4.pdf","222870","0,2125","2026-06-21 12:53:26"
"reports/dcae_thesis_research_plan_cn.md","102","0,0001","2026-06-07 00:48:09"
"reports/dcae_thesis_research_plan_cn.pdf","809050","0,7716","2026-06-07 00:48:09"
"reports/ml_dann_coral_research_flowcharts.html","670878","0,6398","2026-07-01 13:57:32"
"reports/ml_results_confusion_explorer.html","631485","0,6022","2026-07-01 16:59:15"
"reports/pre_ml_plan_raw_vs_features_and_hyperplane_cn.pdf","65522","0,0625","2026-06-08 21:13:27"
"reports/sensor_importance_combined_feature_and_original_points_cn.pdf","629643","0,6005","2026-06-06 23:50:29"
"tables/alcohol_acetone_3d_hyperplane_summary.csv","757","0,0007","2026-06-08 21:13:27"
"tables/alcohol_acetone_no_clip_post60_group_hyperplane_predictions.csv","62232","0,0593","2026-06-10 04:17:55"
"tables/alcohol_acetone_no_clip_post60_group_hyperplane_summary.csv","677","0,0006","2026-06-10 04:17:55"
"tables/alcohol_acetone_post60_group_hyperplane_predictions.csv","62765","0,0599","2026-06-08 21:21:59"
"tables/alcohol_acetone_post60_group_hyperplane_summary.csv","678","0,0006","2026-06-08 21:21:59"
"tables/all_models_s1_s7_test_accuracy_tables.xlsx","9460","0,009","2026-07-03 12:09:05"
"tables/analysis_overview.txt","568","0,0005","2026-06-06 20:20:12"
"tables/baseline_accuracy_two_protocols_5models.csv","1415","0,0013","2026-06-13 22:57:20"
"tables/baseline_accuracy_two_protocols_confusions.csv","5193","0,005","2026-06-13 22:57:20"
"tables/baseline_accuracy_two_protocols_splits.csv","944","0,0009","2026-06-13 22:57:20"
"tables/cdan_hybrid_all_runs.csv","391817","0,3737","2026-06-30 03:04:36"
"tables/cdan_hybrid_feature_space.csv","1128264","1,076","2026-06-30 03:04:36"
"tables/cdan_hybrid_selected_summary.csv","37205","0,0355","2026-06-30 03:04:36"
"tables/cdan_hybrid_training_curves.csv","339986","0,3242","2026-06-30 03:04:36"
"tables/cdan_multi_split_all_runs.csv","86396","0,0824","2026-06-30 01:51:45"
"tables/cdan_multi_split_partitions.csv","6703","0,0064","2026-06-30 01:51:45"
"tables/cdan_multi_split_selected_summary.csv","18853","0,018","2026-06-30 01:51:45"
"tables/chronological_sensor_ablation_5models_all_results.csv","4712","0,0045","2026-06-13 21:11:14"
"tables/chronological_sensor_ablation_5models_confusions.csv","11745","0,0112","2026-06-13 21:11:14"
"tables/chronological_sensor_ablation_5models_sensor_ranking.csv","404","0,0004","2026-06-13 21:11:14"
"tables/chronological_sensor_ablation_5models_summary.csv","2134","0,002","2026-06-13 21:11:14"
"tables/chronological_sensor_ablation_split.csv","421","0,0004","2026-06-13 21:02:36"
"tables/concentration_control_all_results.csv","36792","0,0351","2026-06-15 23:26:32"
"tables/concentration_control_best_results.csv","7478","0,0071","2026-06-15 23:26:32"
"tables/concentration_control_comparison.csv","9265","0,0088","2026-06-15 23:26:32"
"tables/concentration_control_splits.csv","9242","0,0088","2026-06-15 23:26:32"
"tables/custom_validation_day4_5_split_report_confusions.csv","9889","0,0094","2026-06-15 01:45:15"
"tables/custom_validation_day4_5_split_report_results.csv","8484","0,0081","2026-06-15 01:45:15"
"tables/custom_validation_day4_5_split_report_splits.csv","1550","0,0015","2026-06-15 01:45:15"
"tables/da_baseline_split_comparison_confusions.csv","12759","0,0122","2026-06-15 01:19:37"
"tables/da_baseline_split_comparison_results.csv","10173","0,0097","2026-06-15 01:19:37"
"tables/da_baseline_split_comparison_splits.csv","1997","0,0019","2026-06-15 01:19:37"
"tables/da_feature_preservation/local_stderr.log","0","0","2026-07-04 17:28:41"
"tables/da_feature_preservation/local_stdout.log","158","0,0002","2026-07-04 17:33:19"
"tables/da_feature_preservation/predictions__feature-fusion_residual-mkmmd_local-mkmmd__uda_semi.csv","5139723","4,9016","2026-07-04 20:06:08"
"tables/da_feature_preservation/predictions__local-mkmmd__uda_semi.csv","166950","0,1592","2026-07-04 17:33:19"
"tables/da_feature_preservation/protocol__feature-fusion_residual-mkmmd_local-mkmmd__uda_semi.json","1536","0,0015","2026-07-04 20:06:08"
"tables/da_feature_preservation/residual_S4_stderr.log","0","0","2026-07-04 18:01:54"
"tables/da_feature_preservation/residual_S4_stdout.log","50","0","2026-07-04 18:02:31"
"tables/da_feature_preservation/residual_S5_stderr.log","0","0","2026-07-04 18:01:54"
"tables/da_feature_preservation/residual_S5_stdout.log","53","0,0001","2026-07-04 18:02:33"
"tables/da_feature_preservation/residual_S6_stderr.log","0","0","2026-07-04 18:01:57"
"tables/da_feature_preservation/residual_S6_stdout.log","55","0,0001","2026-07-04 18:02:35"
"tables/da_feature_preservation/residual_S7_stderr.log","0","0","2026-07-04 18:01:57"
"tables/da_feature_preservation/residual_S7_stdout.log","55","0,0001","2026-07-04 18:02:35"
"tables/da_feature_preservation/runs__feature-fusion_residual-mkmmd_local-mkmmd__uda_semi.csv","49994","0,0477","2026-07-04 20:06:07"
"tables/da_feature_preservation/runs__local-mkmmd__uda_semi.csv","1802","0,0017","2026-07-04 17:33:19"
"tables/da_feature_preservation/summary__feature-fusion_residual-mkmmd_local-mkmmd__uda_semi.csv","20439","0,0195","2026-07-04 20:06:08"
"tables/da_feature_preservation/training.log","3022","0,0029","2026-07-04 18:52:05"
"tables/da_feature_preservation/tuning__feature-fusion_residual-mkmmd_local-mkmmd__uda_semi.csv","28088","0,0268","2026-07-04 20:05:58"
"tables/da_feature_preservation/tuning__local-mkmmd__uda_semi.csv","2116","0,002","2026-07-04 17:44:54"
"tables/dann/cdan_hybrid_all_runs.csv","391817","0,3737","2026-06-30 03:04:36"
"tables/dann/cdan_hybrid_feature_space.csv","1128264","1,076","2026-06-30 03:04:36"
"tables/dann/cdan_hybrid_selected_summary.csv","37205","0,0355","2026-06-30 03:04:36"
"tables/dann/cdan_hybrid_training_curves.csv","339986","0,3242","2026-06-30 03:04:36"
"tables/dann/cdan_multi_split_all_runs.csv","86396","0,0824","2026-06-30 01:51:45"
"tables/dann/cdan_multi_split_partitions.csv","6703","0,0064","2026-06-30 01:51:45"
"tables/dann/cdan_multi_split_selected_summary.csv","18853","0,018","2026-06-30 01:51:45"
"tables/dann/dann_conditional_feature_space.csv","558904","0,533","2026-06-30 01:40:11"
"tables/dann/dann_conditional_mixing_diagnostics.csv","10747","0,0102","2026-06-30 01:40:11"
"tables/dann/dann_conditional_old_vs_new_comparison.csv","3077","0,0029","2026-06-30 01:40:11"
"tables/dann/dann_conditional_selected_summary.csv","21260","0,0203","2026-06-30 01:40:11"
"tables/dann/dann_conditional_training_curves.csv","232634","0,2219","2026-06-30 01:40:11"
"tables/dann/dann_interactive_feature_space.csv","1158029","1,1044","2026-06-30 00:35:30"
"tables/dann/dann_interactive_training_curves.csv","397974","0,3795","2026-06-30 00:35:30"
"tables/dann/dann_multi_split_all_runs.csv","113838","0,1086","2026-06-30 00:33:22"
"tables/dann/dann_multi_split_partitions.csv","6675","0,0064","2026-06-30 00:33:22"
"tables/dann/dann_multi_split_selected_summary.csv","36857","0,0351","2026-06-30 00:33:22"
"tables/dann/deep_coral_multi_split_all_runs.csv","68401","0,0652","2026-06-30 03:11:03"
"tables/dann/deep_coral_multi_split_feature_space.csv","1466893","1,3989","2026-06-30 03:11:41"
"tables/dann/deep_coral_multi_split_partitions.csv","6843","0,0065","2026-06-30 03:11:03"
"tables/dann/deep_coral_multi_split_selected_summary.csv","8968","0,0086","2026-06-30 03:11:03"
"tables/dann/deep_coral_multi_split_training_curves.csv","138283","0,1319","2026-06-30 03:11:41"
"tables/dann/manifest.json","4493","0,0043","2026-06-30 03:11:43"
"tables/dann/status.json","6830","0,0065","2026-06-30 03:11:43"
"tables/dann/training.log","27810","0,0265","2026-06-30 03:11:42"
"tables/dann_conditional_feature_space.csv","558904","0,533","2026-06-30 01:40:11"
"tables/dann_conditional_mixing_diagnostics.csv","10747","0,0102","2026-06-30 01:40:11"
"tables/dann_conditional_old_vs_new_comparison.csv","3077","0,0029","2026-06-30 01:40:11"
"tables/dann_conditional_selected_summary.csv","21260","0,0203","2026-06-30 01:40:11"
"tables/dann_conditional_training_curves.csv","232634","0,2219","2026-06-30 01:40:11"
"tables/dann_interactive_feature_space.csv","5618686","5,3584","2026-07-01 20:45:14"
"tables/dann_interactive_training_curves.csv","1050879","1,0022","2026-07-01 20:45:13"
"tables/dann_multi_split_all_runs.csv","113838","0,1086","2026-07-01 17:32:18"
"tables/dann_multi_split_partitions.csv","6675","0,0064","2026-07-01 17:32:18"
"tables/dann_multi_split_selected_summary.csv","36857","0,0351","2026-07-01 17:32:18"
"tables/dann_one_layer/architecture_metadata.csv","284","0,0003","2026-07-01 20:40:33"
"tables/dann_one_layer/dann_multi_split_all_runs.csv","120062","0,1145","2026-07-01 20:40:33"
"tables/dann_one_layer/dann_multi_split_partitions.csv","6675","0,0064","2026-07-01 20:40:32"
"tables/dann_one_layer/dann_multi_split_selected_summary.csv","36629","0,0349","2026-07-01 20:40:33"
"tables/dann_one_vs_two_layer_comparison.csv","11126","0,0106","2026-07-01 20:45:46"
"tables/dann_train_val_refit/dann_train_val_refit_all_runs.csv","54417","0,0519","2026-07-02 13:08:42"
"tables/dann_train_val_refit/dann_train_val_refit_summary.csv","24313","0,0232","2026-07-02 13:08:42"
