split,sample_id,paper_batch,source_train,source_val,target_labeled_train,target_domain,target_val,target_test
A2,acetone_27,Batch3,0,0,0,1,0,1
A2,acetone_28,Batch3,0,0,0,1,0,1
A2,acetone_29,Batch3,0,0,0,1,0,1
A2,acetone_30,Batch3,0,0,0,1,0,1
A2,acetone_31,Batch3,0,0,0,1,0,1
A2,acetone_32,Batch3,0,0,0,1,0,1
A2,acetone_33,Batch3,0,0,0,1,0,1
A2,acetone_34,Batch3,0,0,0,1,0,1
A2,acetone_35,Batch3,0,0,0,1,0,1
A2,acetone_36,Batch3,0,0,0,1,0,1
A2,acetone_37,Batch3,0,0,0,1,0,1
A2,acetone_38,Batch3,0,0,0,1,0,1
A2,acetone_39,Batch3,0,0,0,1,0,1
A2,acetone_40,Batch3,0,0,0,1,0,1
A2,acetone_41,Batch3,0,0,0,1,0,1
A2,acetone_42,Batch3,0,0,0,1,0,1
A2,acetone_43,Batch3,0,0,0,1,0,1
A2,acetone_44,Batch4,0,0,0,0,0,0
A2,acetone_45,Batch4,0,0,0,0,0,0
A2,acetone_46,Batch4,0,0,0,0,0,0
A2,acetone_47,Batch4,0,0,0,0,0,0
A2,acetone_48,Batch4,0,0,0,0,0,0
A2,acetone_49,Batch4,0,0,0,0,0,0
A2,acetone_50,Batch4,0,0,0,0,0,0
A2,acetone_51,Batch4,0,0,0,0,0,0
A2,acetone_52,Batch4,0,0,0,0,0,0
A2,acetone_53,Batch4,0,0,0,0,0,0
A2,acetone_54,Batch4,0,0,0,0,0,0
A2,acetone_55,Batch4,0,0,0,0,0,0
A2,acetone_56,Batch4,0,0,0,0,0,0
A2,acetone_57,Batch4,0,0,0,0,0,0
A2,acetone_58,Batch4,0,0,0,0,0,0
A2,acetone_59,Batch4,0,0,0,0,0,0
A2,acetone_60,Batch4,0,0,0,0,0,0
A2,acetone_61,Batch4,0,0,0,0,0,0
A2,acetone_62,Batch4,0,0,0,0,0,0
A2,acetone_63,Batch4,0,0,0,0,0,0
A2,acetone_64,Batch4,0,0,0,0,0,0
A2,acetone_65,Batch4,0,0,0,0,0,0
A2,acetone_66,Batch4,0,0,0,0,0,0
A2,acetone_67,Batch4,0,0,0,0,0,0
A2,acetone_68,Batch4,0,0,0,0,0,0
A2,acetone_69,Batch5,0,0,0,0,0,0
A2,acetone_70,Batch5,0,0,0,0,0,0
A2,acetone_71,Batch5,0,0,0,0,0,0
A2,acetone_72,Batch5,0,0,0,0,0,0
A2,acetone_73,Batch5,0,0,0,0,0,0
A2,acetone_74,Batch5,0,0,0,0,0,0
A2,acetone_75,Batch5,0,0,0,0,0,0
A2,acetone_76,Batch5,0,0,0,0,0,0
A2,acetone_77,Batch5,0,0,0,0,0,0
A2,acetone_78,Batch5,0,0,0,0,0,0
A2,acetone_79,Batch5,0,0,0,0,0,0
A2,acetone_80,Batch5,0,0,0,0,0,0
A2,acetone_81,Batch5,0,0,0,0,0,0
A2,acetone_82,Batch5,0,0,0,0,0,0
A2,acetone_83,Batch5,0,0,0,0,0,0
A2,acetone_84,Batch5,0,0,0,0,0,0
A2,acetone_85,Batch6,0,0,0,0,0,0
A2,acetone_86,Batch6,0,0,0,0,0,0
A2,acetone_87,Batch6,0,0,0,0,0,0
A2,acetone_88,Batch6,0,0,0,0,0,0
A2,acetone_89,Batch6,0,0,0,0,0,0
A2,acetone_90,Batch6,0,0,0,0,0,0
A2,acetone_91,Batch6,0,0,0,0,0,0
A2,acetone_92,Batch6,0,0,0,0,0,0
A2,acetone_93,Batch6,0,0,0,0,0,0
A2,acetone_94,Batch6,0,0,0,0,0,0
A2,acetone_95,Batch6,0,0,0,0,0,0
A2,acetone_96,Batch6,0,0,0,0,0,0
A3,air_1,Batch2,0,0,0,0,0,0
A3,baseline_1,Batch1,1,0,0,0,0,0
A3,reference_1,Batch2,0,0,0,0,0,0
A3,air_2,Batch2,0,0,0,0,0,0
A3,reference_2,Batch2,0,0,0,0,0,0
A3,air_3,Batch2,0,0,0,0,0,0
A3,baseline_3,Batch1,1,0,0,0,0,0
A3,reference_3,Batch2,0,0,0,0,0,0
A3,air_4,Batch2,0,0,0,0,0,0
A3,baseline_4,Batch1,1,0,0,0,0,0
A3,reference_4,Batch2,0,0,0,0,0,0
A3,air_5,Batch3,0,0,0,0,0,0
A3,baseline_5,Batch1,1,0,0,0,0,0
A3,reference_5,Batch3,0,0,0,0,0,0
A3,air_6,Batch3,0,0,0,0,0,0
A3,baseline_6,Batch1,1,0,0,0,0,0
A3,reference_6,Batch3,0,0,0,0,0,0
A3,air_7,Batch3,0,0,0,0,0,0
A3,baseline_7,Batch1,1,0,0,0,0,0
A3,reference_7,Batch3,0,0,0,0,0,0
A3,air_8,Batch3,0,0,0,0,0,0
A3,reference_8,Batch3,0,0,0,0,0,0
A3,air_9,Batch3,0,0,0,0,0,0
A3,reference_9,Batch3,0,0,0,0,0,0
A3,air_10,Batch3,0,0,0,0,0,0
A3,air_11,Batch3,0,0,0,0,0,0
A3,air_12,Batch3,0,0,0,0,0,0
A3,air_13,Batch3,0,0,0,0,0,0
A3,air_14,Batch3,0,0,0,0,0,0
A3,air_15,Batch3,0,0,0,0,0,0
A3,air_16,Batch3,0,0,0,0,0,0
A3,air_17,Batch3,0,0,0,0,0,0
A3,air_18,Batch4,0,0,0,1,0,1
A3,air_19,Batch4,0,0,0,1,0,1
A3,air_20,Batch4,0,0,0,1,0,1
A3,air_21,Batch4,0,0,0,1,0,1
A3,air_22,Batch4,0,0,0,1,0,1
A3,air_23,Batch4,0,0,0,1,0,1
A3,air_24,Batch4,0,0,0,1,0,1
A3,air_25,Batch4,0,0,0,1,0,1
A3,air_26,Batch4,0,0,0,1,0,1
A3,air_27,Batch4,0,0,0,1,0,1
A3,air_28,Batch4,0,0,0,1,0,1
A3,air_29,Batch4,0,0,0,1,0,1
A3,air_30,Batch4,0,0,0,1,0,1
A3,air_31,Batch4,0,0,0,1,0,1
A3,air_32,Batch4,0,0,0,1,0,1
A3,air_33,Batch4,0,0,0,1,0,1
A3,air_34,Batch4,0,0,0,1,0,1
A3,air_35,Batch4,0,0,0,1,0,1
A3,air_36,Batch4,0,0,0,1,0,1
A3,air_37,Batch4,0,0,0,1,0,1
A3,air_38,Batch4,0,0,0,1,0,1
A3,air_39,Batch4,0,0,0,1,0,1
A3,air_40,Batch4,0,0,0,1,0,1
A3,air_41,Batch4,0,0,0,1,0,1
A3,air_42,Batch4,0,0,0,1,0,1
A3,air_43,Batch4,0,0,0,1,0,1
A3,air_44,Batch4,0,0,0,1,0,1
A3,air_45,Batch4,0,0,0,1,0,1
A3,air_46,Batch4,0,0,0,1,0,1
A3,air_47,Batch4,0,0,0,1,0,1
A3,air_48,Batch4,0,0,0,1,0,1
A3,air_49,Batch5,0,0,0,0,0,0
A3,air_50,Batch5,0,0,0,0,0,0
A3,air_51,Batch5,0,0,0,0,0,0
A3,air_52,Batch5,0,0,0,0,0,0
A3,air_53,Batch5,0,0,0,0,0,0
A3,air_54,Batch5,0,0,0,0,0,0
A3,air_55,Batch5,0,0,0,0,0,0
A3,air_56,Batch5,0,0,0,0,0,0
A3,air_57,Batch5,0,0,0,0,0,0
A3,air_58,Batch5,0,0,0,0,0,0
A3,air_59,Batch5,0,0,0,0,0,0
A3,air_60,Batch5,0,0,0,0,0,0
A3,air_61,Batch5,0,0,0,0,0,0
A3,air_62,Batch5,0,0,0,0,0,0
A3,air_63,Batch6,0,0,0,0,0,0
A3,air_64,Batch6,0,0,0,0,0,0
A3,air_65,Batch6,0,0,0,0,0,0
A3,air_66,Batch6,0,0,0,0,0,0
A3,air_67,Batch6,0,0,0,0,0,0
A3,air_68,Batch6,0,0,0,0,0,0
A3,air_69,Batch6,0,0,0,0,0,0
A3,air_70,Batch6,0,0,0,0,0,0
A3,air_71,Batch6,0,0,0,0,0,0
A3,air_72,Batch6,0,0,0,0,0,0
A3,alcohol_1,Batch2,0,0,0,0,0,0
A3,alcohol_o1,Batch1,1,0,0,0,0,0
A3,alcohol_2,Batch2,0,0,0,0,0,0
A3,alcohol_o2,Batch1,1,0,0,0,0,0
A3,alcohol_3,Batch2,0,0,0,0,0,0
A3,alcohol_o3,Batch1,1,0,0,0,0,0
A3,alcohol_4,Batch2,0,0,0,0,0,0
A3,alcohol_o4,Batch1,1,0,0,0,0,0
A3,alcohol_5,Batch2,0,0,0,0,0,0
A3,alcohol_o5,Batch1,1,0,0,0,0,0
A3,alcohol_6,Batch2,0,0,0,0,0,0
A3,alcohol_o6,Batch1,1,0,0,0,0,0
A3,alcohol_7,Batch2,0,0,0,0,0,0
A3,alcohol_o7,Batch1,1,0,0,0,0,0
A3,alcohol_8,Batch2,0,0,0,0,0,0
A3,alcohol_o8,Batch1,1,0,0,0,0,0
A3,alcohol_9,Batch2,0,0,0,0,0,0
A3,alcohol_o9,Batch1,1,0,0,0,0,0
A3,alcohol_10,Batch2,0,0,0,0,0,0
A3,alcohol_o10,Batch1,1,0,0,0,0,0
A3,alcohol_11,Batch3,0,0,0,0,0,0
A3,alcohol_o11,Batch1,1,0,0,0,0,0
A3,alcohol_12,Batch3,0,0,0,0,0,0
A3,alcohol_o12,Batch1,1,0,0,0,0,0
A3,alcohol_13,Batch3,0,0,0,0,0,0
A3,alcohol_14,Batch3,0,0,0,0,0,0
A3,alcohol_15,Batch3,0,0,0,0,0,0
A3,alcohol_16,Batch3,0,0,0,0,0,0
A3,alcohol_17,Batch3,0,0,0,0,0,0
A3,alcohol_18,Batch3,0,0,0,0,0,0
A3,alcohol_19,Batch3,0,0,0,0,0,0
A3,alcohol_20,Batch3,0,0,0,0,0,0
A3,alcohol_21,Batch3,0,0,0,0,0,0
A3,alcohol_22,Batch3,0,0,0,0,0,0
A3,alcohol_23,Batch3,0,0,0,0,0,0
A3,alcohol_24,Batch3,0,0,0,0,0,0
A3,alcohol_25,Batch3,0,0,0,0,0,0
A3,alcohol_26,Batch3,0,0,0,0,0,0
A3,alcohol_27,Batch3,0,0,0,0,0,0
A3,alcohol_28,Batch3,0,0,0,0,0,0
A3,alcohol_29,Batch3,0,0,0,0,0,0
A3,alcohol_30,Batch3,0,0,0,0,0,0
A3,alcohol_31,Batch3,0,0,0,0,0,0
A3,alcohol_32,Batch3,0,0,0,0,0,0
A3,alcohol_33,Batch3,0,0,0,0,0,0
A3,alcohol_34,Batch3,0,0,0,0,0,0
A3,alcohol_35,Batch3,0,0,0,0,0,0
A3,alcohol_36,Batch3,0,0,0,0,0,0
A3,alcohol_37,Batch3,0,0,0,0,0,0
A3,alcohol_38,Batch3,0,0,0,0,0,0
A3,alcohol_39,Batch3,0,0,0,0,0,0
A3,alcohol_40,Batch3,0,0,0,0,0,0
A3,alcohol_41,Batch3,0,0,0,0,0,0
A3,alcohol_42,Batch3,0,0,0,0,0,0
A3,alcohol_43,Batch3,0,0,0,0,0,0
A3,alcohol_44,Batch4,0,0,0,1,0,1
A3,alcohol_45,Batch4,0,0,0,1,0,1
A3,alcohol_46,Batch4,0,0,0,1,0,1
A3,alcohol_47,Batch4,0,0,0,1,0,1
A3,alcohol_48,Batch4,0,0,0,1,0,1
A3,alcohol_49,Batch4,0,0,0,1,0,1
A3,alcohol_50,Batch4,0,0,0,1,0,1
A3,alcohol_51,Batch4,0,0,0,1,0,1
A3,alcohol_52,Batch4,0,0,0,1,0,1
A3,alcohol_53,Batch4,0,0,0,1,0,1
A3,alcohol_54,Batch4,0,0,0,1,0,1
A3,alcohol_55,Batch4,0,0,0,1,0,1
A3,alcohol_56,Batch4,0,0,0,1,0,1
A3,alcohol_57,Batch4,0,0,0,1,0,1
A3,alcohol_58,Batch4,0,0,0,1,0,1
A3,alcohol_59,Batch4,0,0,0,1,0,1
A3,alcohol_60,Batch4,0,0,0,1,0,1
A3,alcohol_61,Batch4,0,0,0,1,0,1
A3,alcohol_62,Batch4,0,0,0,1,0,1
A3,alcohol_63,Batch4,0,0,0,1,0,1
A3,alcohol_64,Batch4,0,0,0,1,0,1
A3,alcohol_65,Batch4,0,0,0,1,0,1
A3,alcohol_66,Batch4,0,0,0,1,0,1
A3,alcohol_67,Batch4,0,0,0,1,0,1
A3,alcohol_68,Batch4,0,0,0,1,0,1
A3,alcohol_69,Batch5,0,0,0,0,0,0
A3,alcohol_70,Batch5,0,0,0,0,0,0
A3,alcohol_71,Batch5,0,0,0,0,0,0
A3,alcohol_72,Batch5,0,0,0,0,0,0
A3,alcohol_73,Batch5,0,0,0,0,0,0
A3,alcohol_74,Batch5,0,0,0,0,0,0
A3,alcohol_75,Batch5,0,0,0,0,0,0
A3,alcohol_76,Batch5,0,0,0,0,0,0
A3,alcohol_77,Batch5,0,0,0,0,0,0
A3,alcohol_78,Batch5,0,0,0,0,0,0
A3,alcohol_79,Batch5,0,0,0,0,0,0
A3,alcohol_80,Batch5,0,0,0,0,0,0
A3,alcohol_81,Batch5,0,0,0,0,0,0
A3,alcohol_82,Batch5,0,0,0,0,0,0
A3,alcohol_83,Batch5,0,0,0,0,0,0
A3,alcohol_84,Batch5,0,0,0,0,0,0
A3,alcohol_85,Batch6,0,0,0,0,0,0
A3,alcohol_86,Batch6,0,0,0,0,0,0
A3,alcohol_87,Batch6,0,0,0,0,0,0
A3,alcohol_88,Batch6,0,0,0,0,0,0
A3,alcohol_89,Batch6,0,0,0,0,0,0
A3,alcohol_90,Batch6,0,0,0,0,0,0
A3,alcohol_91,Batch6,0,0,0,0,0,0
A3,alcohol_92,Batch6,0,0,0,0,0,0
A3,alcohol_93,Batch6,0,0,0,0,0,0
A3,alcohol_94,Batch6,0,0,0,0,0,0
A3,alcohol_95,Batch6,0,0,0,0,0,0
A3,alcohol_96,Batch6,0,0,0,0,0,0
A3,acetone_1,Batch2,0,0,0,0,0,0
A3,acetone_o1,Batch1,1,0,0,0,0,0
A3,acetone_2,Batch2,0,0,0,0,0,0
A3,acetone_o2,Batch1,1,0,0,0,0,0
A3,acetone_3,Batch2,0,0,0,0,0,0
A3,acetone_o3,Batch1,1,0,0,0,0,0
A3,acetone_4,Batch2,0,0,0,0,0,0
A3,acetone_o4,Batch1,1,0,0,0,0,0
A3,acetone_5,Batch2,0,0,0,0,0,0
A3,acetone_o5,Batch1,1,0,0,0,0,0
A3,acetone_6,Batch2,0,0,0,0,0,0
A3,acetone_o6,Batch1,1,0,0,0,0,0
A3,acetone_7,Batch2,0,0,0,0,0,0
A3,acetone_o7,Batch1,1,0,0,0,0,0
A3,acetone_8,Batch2,0,0,0,0,0,0
A3,acetone_o8,Batch1,1,0,0,0,0,0
A3,acetone_9,Batch2,0,0,0,0,0,0
A3,acetone_o9,Batch1,1,0,0,0,0,0
A3,acetone_10,Batch2,0,0,0,0,0,0
A3,acetone_o10,Batch1,1,0,0,0,0,0
A3,acetone_11,Batch3,0,0,0,0,0,0
A3,acetone_o11,Batch1,1,0,0,0,0,0
A3,acetone_12,Batch3,0,0,0,0,0,0
A3,acetone_o12,Batch1,1,0,0,0,0,0
A3,acetone_13,Batch3,0,0,0,0,0,0
A3,acetone_14,Batch3,0,0,0,0,0,0
A3,acetone_15,Batch3,0,0,0,0,0,0
A3,acetone_16,Batch3,0,0,0,0,0,0
A3,acetone_17,Batch3,0,0,0,0,0,0
A3,acetone_18,Batch3,0,0,0,0,0,0
A3,acetone_19,Batch3,0,0,0,0,0,0
A3,acetone_20,Batch3,0,0,0,0,0,0
A3,acetone_21,Batch3,0,0,0,0,0,0
A3,acetone_22,Batch3,0,0,0,0,0,0
A3,acetone_23,Batch3,0,0,0,0,0,0
A3,acetone_24,Batch3,0,0,0,0,0,0
A3,acetone_25,Batch3,0,0,0,0,0,0
A3,acetone_26,Batch3,0,0,0,0,0,0
A3,acetone_27,Batch3,0,0,0,0,0,0
A3,acetone_28,Batch3,0,0,0,0,0,0
A3,acetone_29,Batch3,0,0,0,0,0,0
A3,acetone_30,Batch3,0,0,0,0,0,0
A3,acetone_31,Batch3,0,0,0,0,0,0
A3,acetone_32,Batch3,0,0,0,0,0,0
A3,acetone_33,Batch3,0,0,0,0,0,0
A3,acetone_34,Batch3,0,0,0,0,0,0
A3,acetone_35,Batch3,0,0,0,0,0,0
A3,acetone_36,Batch3,0,0,0,0,0,0
A3,acetone_37,Batch3,0,0,0,0,0,0
A3,acetone_38,Batch3,0,0,0,0,0,0
A3,acetone_39,Batch3,0,0,0,0,0,0
A3,acetone_40,Batch3,0,0,0,0,0,0
A3,acetone_41,Batch3,0,0,0,0,0,0
A3,acetone_42,Batch3,0,0,0,0,0,0
A3,acetone_43,Batch3,0,0,0,0,0,0
A3,acetone_44,Batch4,0,0,0,1,0,1
A3,acetone_45,Batch4,0,0,0,1,0,1
A3,acetone_46,Batch4,0,0,0,1,0,1
A3,acetone_47,Batch4,0,0,0,1,0,1
A3,acetone_48,Batch4,0,0,0,1,0,1
A3,acetone_49,Batch4,0,0,0,1,0,1
A3,acetone_50,Batch4,0,0,0,1,0,1
A3,acetone_51,Batch4,0,0,0,1,0,1
A3,acetone_52,Batch4,0,0,0,1,0,1
A3,acetone_53,Batch4,0,0,0,1,0,1
A3,acetone_54,Batch4,0,0,0,1,0,1
A3,acetone_55,Batch4,0,0,0,1,0,1
A3,acetone_56,Batch4,0,0,0,1,0,1
A3,acetone_57,Batch4,0,0,0,1,0,1
A3,acetone_58,Batch4,0,0,0,1,0,1
A3,acetone_59,Batch4,0,0,0,1,0,1
A3,acetone_60,Batch4,0,0,0,1,0,1
A3,acetone_61,Batch4,0,0,0,1,0,1
A3,acetone_62,Batch4,0,0,0,1,0,1
A3,acetone_63,Batch4,0,0,0,1,0,1
A3,acetone_64,Batch4,0,0,0,1,0,1
A3,acetone_65,Batch4,0,0,0,1,0,1
A3,acetone_66,Batch4,0,0,0,1,0,1
A3,acetone_67,Batch4,0,0,0,1,0,1
A3,acetone_68,Batch4,0,0,0,1,0,1
A3,acetone_69,Batch5,0,0,0,0,0,0
A3,acetone_70,Batch5,0,0,0,0,0,0
A3,acetone_71,Batch5,0,0,0,0,0,0
A3,acetone_72,Batch5,0,0,0,0,0,0
A3,acetone_73,Batch5,0,0,0,0,0,0
A3,acetone_74,Batch5,0,0,0,0,0,0
A3,acetone_75,Batch5,0,0,0,0,0,0
A3,acetone_76,Batch5,0,0,0,0,0,0
A3,acetone_77,Batch5,0,0,0,0,0,0
A3,acetone_78,Batch5,0,0,0,0,0,0
A3,acetone_79,Batch5,0,0,0,0,0,0
A3,acetone_80,Batch5,0,0,0,0,0,0
A3,acetone_81,Batch5,0,0,0,0,0,0
A3,acetone_82,Batch5,0,0,0,0,0,0
A3,acetone_83,Batch5,0,0,0,0,0,0
A3,acetone_84,Batch5,0,0,0,0,0,0
A3,acetone_85,Batch6,0,0,0,0,0,0
A3,acetone_86,Batch6,0,0,0,0,0,0
A3,acetone_87,Batch6,0,0,0,0,0,0
A3,acetone_88,Batch6,0,0,0,0,0,0
A3,acetone_89,Batch6,0,0,0,0,0,0
A3,acetone_90,Batch6,0,0,0,0,0,0
A3,acetone_91,Batch6,0,0,0,0,0,0
A3,acetone_92,Batch6,0,0,0,0,0,0
A3,acetone_93,Batch6,0,0,0,0,0,0
A3,acetone_94,Batch6,0,0,0,0,0,0
A3,acetone_95,Batch6,0,0,0,0,0,0
A3,acetone_96,Batch6,0,0,0,0,0,0
A4,air_1,Batch2,0,0,0,0,0,0
A4,baseline_1,Batch1,1,0,0,0,0,0
A4,reference_1,Batch2,0,0,0,0,0,0
A4,air_2,Batch2,0,0,0,0,0,0
A4,reference_2,Batch2,0,0,0,0,0,0
A4,air_3,Batch2,0,0,0,0,0,0
A4,baseline_3,Batch1,1,0,0,0,0,0
A4,reference_3,Batch2,0,0,0,0,0,0
A4,air_4,Batch2,0,0,0,0,0,0
A4,baseline_4,Batch1,1,0,0,0,0,0
A4,reference_4,Batch2,0,0,0,0,0,0
A4,air_5,Batch3,0,0,0,0,0,0
A4,baseline_5,Batch1,1,0,0,0,0,0
A4,reference_5,Batch3,0,0,0,0,0,0
A4,air_6,Batch3,0,0,0,0,0,0
A4,baseline_6,Batch1,1,0,0,0,0,0
A4,reference_6,Batch3,0,0,0,0,0,0
A4,air_7,Batch3,0,0,0,0,0,0
A4,baseline_7,Batch1,1,0,0,0,0,0
A4,reference_7,Batch3,0,0,0,0,0,0
A4,air_8,Batch3,0,0,0,0,0,0
A4,reference_8,Batch3,0,0,0,0,0,0
A4,air_9,Batch3,0,0,0,0,0,0
A4,reference_9,Batch3,0,0,0,0,0,0
A4,air_10,Batch3,0,0,0,0,0,0
A4,air_11,Batch3,0,0,0,0,0,0
A4,air_12,Batch3,0,0,0,0,0,0
A4,air_13,Batch3,0,0,0,0,0,0
A4,air_14,Batch3,0,0,0,0,0,0
A4,air_15,Batch3,0,0,0,0,0,0
A4,air_16,Batch3,0,0,0,0,0,0
A4,air_17,Batch3,0,0,0,0,0,0
A4,air_18,Batch4,0,0,0,0,0,0
A4,air_19,Batch4,0,0,0,0,0,0
A4,air_20,Batch4,0,0,0,0,0,0
A4,air_21,Batch4,0,0,0,0,0,0
A4,air_22,Batch4,0,0,0,0,0,0
A4,air_23,Batch4,0,0,0,0,0,0
A4,air_24,Batch4,0,0,0,0,0,0
A4,air_25,Batch4,0,0,0,0,0,0
A4,air_26,Batch4,0,0,0,0,0,0
A4,air_27,Batch4,0,0,0,0,0,0
A4,air_28,Batch4,0,0,0,0,0,0
A4,air_29,Batch4,0,0,0,0,0,0
A4,air_30,Batch4,0,0,0,0,0,0
A4,air_31,Batch4,0,0,0,0,0,0
A4,air_32,Batch4,0,0,0,0,0,0
A4,air_33,Batch4,0,0,0,0,0,0
A4,air_34,Batch4,0,0,0,0,0,0
A4,air_35,Batch4,0,0,0,0,0,0
A4,air_36,Batch4,0,0,0,0,0,0
A4,air_37,Batch4,0,0,0,0,0,0
A4,air_38,Batch4,0,0,0,0,0,0
A4,air_39,Batch4,0,0,0,0,0,0
A4,air_40,Batch4,0,0,0,0,0,0
A4,air_41,Batch4,0,0,0,0,0,0
A4,air_42,Batch4,0,0,0,0,0,0
A4,air_43,Batch4,0,0,0,0,0,0
A4,air_44,Batch4,0,0,0,0,0,0
A4,air_45,Batch4,0,0,0,0,0,0
A4,air_46,Batch4,0,0,0,0,0,0
A4,air_47,Batch4,0,0,0,0,0,0
A4,air_48,Batch4,0,0,0,0,0,0
A4,air_49,Batch5,0,0,0,1,0,1
A4,air_50,Batch5,0,0,0,1,0,1
A4,air_51,Batch5,0,0,0,1,0,1
A4,air_52,Batch5,0,0,0,1,0,1
A4,air_53,Batch5,0,0,0,1,0,1
A4,air_54,Batch5,0,0,0,1,0,1
A4,air_55,Batch5,0,0,0,1,0,1
A4,air_56,Batch5,0,0,0,1,0,1
A4,air_57,Batch5,0,0,0,1,0,1
A4,air_58,Batch5,0,0,0,1,0,1
A4,air_59,Batch5,0,0,0,1,0,1
A4,air_60,Batch5,0,0,0,1,0,1
A4,air_61,Batch5,0,0,0,1,0,1
A4,air_62,Batch5,0,0,0,1,0,1
A4,air_63,Batch6,0,0,0,0,0,0
A4,air_64,Batch6,0,0,0,0,0,0
A4,air_65,Batch6,0,0,0,0,0,0
A4,air_66,Batch6,0,0,0,0,0,0
A4,air_67,Batch6,0,0,0,0,0,0
A4,air_68,Batch6,0,0,0,0,0,0
A4,air_69,Batch6,0,0,0,0,0,0
A4,air_70,Batch6,0,0,0,0,0,0
A4,air_71,Batch6,0,0,0,0,0,0
A4,air_72,Batch6,0,0,0,0,0,0
A4,alcohol_1,Batch2,0,0,0,0,0,0
A4,alcohol_o1,Batch1,1,0,0,0,0,0
A4,alcohol_2,Batch2,0,0,0,0,0,0
A4,alcohol_o2,Batch1,1,0,0,0,0,0
A4,alcohol_3,Batch2,0,0,0,0,0,0
A4,alcohol_o3,Batch1,1,0,0,0,0,0
A4,alcohol_4,Batch2,0,0,0,0,0,0
A4,alcohol_o4,Batch1,1,0,0,0,0,0
A4,alcohol_5,Batch2,0,0,0,0,0,0
A4,alcohol_o5,Batch1,1,0,0,0,0,0
A4,alcohol_6,Batch2,0,0,0,0,0,0
A4,alcohol_o6,Batch1,1,0,0,0,0,0
A4,alcohol_7,Batch2,0,0,0,0,0,0
A4,alcohol_o7,Batch1,1,0,0,0,0,0
A4,alcohol_8,Batch2,0,0,0,0,0,0
A4,alcohol_o8,Batch1,1,0,0,0,0,0
A4,alcohol_9,Batch2,0,0,0,0,0,0
A4,alcohol_o9,Batch1,1,0,0,0,0,0
A4,alcohol_10,Batch2,0,0,0,0,0,0
A4,alcohol_o10,Batch1,1,0,0,0,0,0
A4,alcohol_11,Batch3,0,0,0,0,0,0
A4,alcohol_o11,Batch1,1,0,0,0,0,0
A4,alcohol_12,Batch3,0,0,0,0,0,0
A4,alcohol_o12,Batch1,1,0,0,0,0,0
A4,alcohol_13,Batch3,0,0,0,0,0,0
A4,alcohol_14,Batch3,0,0,0,0,0,0
A4,alcohol_15,Batch3,0,0,0,0,0,0
A4,alcohol_16,Batch3,0,0,0,0,0,0
A4,alcohol_17,Batch3,0,0,0,0,0,0
A4,alcohol_18,Batch3,0,0,0,0,0,0
A4,alcohol_19,Batch3,0,0,0,0,0,0
A4,alcohol_20,Batch3,0,0,0,0,0,0
A4,alcohol_21,Batch3,0,0,0,0,0,0
A4,alcohol_22,Batch3,0,0,0,0,0,0
A4,alcohol_23,Batch3,0,0,0,0,0,0
A4,alcohol_24,Batch3,0,0,0,0,0,0
A4,alcohol_25,Batch3,0,0,0,0,0,0
A4,alcohol_26,Batch3,0,0,0,0,0,0
A4,alcohol_27,Batch3,0,0,0,0,0,0
A4,alcohol_28,Batch3,0,0,0,0,0,0
A4,alcohol_29,Batch3,0,0,0,0,0,0
A4,alcohol_30,Batch3,0,0,0,0,0,0
A4,alcohol_31,Batch3,0,0,0,0,0,0
A4,alcohol_32,Batch3,0,0,0,0,0,0
A4,alcohol_33,Batch3,0,0,0,0,0,0
A4,alcohol_34,Batch3,0,0,0,0,0,0
A4,alcohol_35,Batch3,0,0,0,0,0,0
A4,alcohol_36,Batch3,0,0,0,0,0,0
A4,alcohol_37,Batch3,0,0,0,0,0,0
A4,alcohol_38,Batch3,0,0,0,0,0,0
A4,alcohol_39,Batch3,0,0,0,0,0,0
A4,alcohol_40,Batch3,0,0,0,0,0,0
A4,alcohol_41,Batch3,0,0,0,0,0,0
A4,alcohol_42,Batch3,0,0,0,0,0,0
A4,alcohol_43,Batch3,0,0,0,0,0,0
A4,alcohol_44,Batch4,0,0,0,0,0,0
A4,alcohol_45,Batch4,0,0,0,0,0,0
A4,alcohol_46,Batch4,0,0,0,0,0,0
A4,alcohol_47,Batch4,0,0,0,0,0,0
A4,alcohol_48,Batch4,0,0,0,0,0,0
A4,alcohol_49,Batch4,0,0,0,0,0,0
A4,alcohol_50,Batch4,0,0,0,0,0,0
A4,alcohol_51,Batch4,0,0,0,0,0,0
A4,alcohol_52,Batch4,0,0,0,0,0,0
A4,alcohol_53,Batch4,0,0,0,0,0,0
A4,alcohol_54,Batch4,0,0,0,0,0,0
A4,alcohol_55,Batch4,0,0,0,0,0,0
A4,alcohol_56,Batch4,0,0,0,0,0,0
A4,alcohol_57,Batch4,0,0,0,0,0,0
A4,alcohol_58,Batch4,0,0,0,0,0,0
A4,alcohol_59,Batch4,0,0,0,0,0,0
A4,alcohol_60,Batch4,0,0,0,0,0,0
A4,alcohol_61,Batch4,0,0,0,0,0,0
A4,alcohol_62,Batch4,0,0,0,0,0,0
A4,alcohol_63,Batch4,0,0,0,0,0,0
A4,alcohol_64,Batch4,0,0,0,0,0,0
A4,alcohol_65,Batch4,0,0,0,0,0,0
A4,alcohol_66,Batch4,0,0,0,0,0,0
A4,alcohol_67,Batch4,0,0,0,0,0,0
A4,alcohol_68,Batch4,0,0,0,0,0,0
